draft=0.25 Fn=0.1,draft=0.25 Fn=0.15,draft=0.25 Fn=0.2,draft=0.25 Fn=0.25,draft=0.25 Fn=0.3,draft=0.25 Fn=0.35,draft=0.25 Fn=0.4,draft=0.25 Fn=0.45,draft=0.33 Fn=0.1,draft=0.33 Fn=0.15,draft=0.33 Fn=0.2,draft=0.33 Fn=0.25,draft=0.33 Fn=0.3,draft=0.33 Fn=0.35,draft=0.33 Fn=0.4,draft=0.33 Fn=0.45,draft=0.5 Fn=0.1,draft=0.5 Fn=0.15,draft=0.5 Fn=0.2,draft=0.5 Fn=0.25,draft=0.5 Fn=0.3,draft=0.5 Fn=0.35,draft=0.5 Fn=0.4,draft=0.5 Fn=0.45,draft=0.67 Fn=0.1,draft=0.67 Fn=0.15,draft=0.67 Fn=0.2,draft=0.67 Fn=0.25,draft=0.67 Fn=0.3,draft=0.67 Fn=0.35,draft=0.67 Fn=0.4,draft=0.67 Fn=0.45
0.000984219693179297,0.0006861724425894033,0.0006631522275429559,0.0004887907025084254,0.00037382659775589823,0.00025174012563326684,0.0002453301219252252,0.00022630908551445167,0.0024940433995686313,0.001881882560030661,0.0014647766142899467,0.0010634898407889707,0.0008540064379577932,0.0005554641577971103,0.0005069027349305243,0.0004756888273817048,0.006497934350842988,0.00560101741518923,0.004216214002588295,0.0027215219463939534,0.002053766534071616,0.0017621865210612126,0.0011788312092002337,0.001190484002764917,0.007243388511095277,0.007152238825091593,0.005674605340656754,0.004566058054903066,0.004255703298546788,0.0033855226217956854,0.0024175454396933188,0.002594772313854839
0.00028604268465937745,0.001154761574193383,0.003566386442124908,0.0037273375040253838,0.003762336488759927,0.002615669272391467,0.0022118667070269746,0.0023049967583264716,0.0004153748694756375,0.0019676485891150456,0.006829058633639676,0.007240384280147772,0.007946561286466898,0.005326363733428474,0.0044046288322461,0.0047323125560511815,0.005932301751847583,0.0074517052734101585,0.012407211579300763,0.019722459529619575,0.018152164528603933,0.013766406983076018,0.010057643908891512,0.010964866642562104,0.005072170818432056,0.007914588872516672,0.013765017722514152,0.03052369264237017,0.02501581179389888,0.02459762205618358,0.014902560576300908,0.016095079706932042
1.0293127843481096e-05,6.025101768996185e-05,0.00019180553879751688,0.0007412284166803706,0.0010385764121321464,0.00084414718467137,0.0006555318782278364,0.0005666046642024141,1.9462915415632336e-05,9.594595890270289e-05,0.0003208752545205394,0.0011810907777882373,0.00183782363571168,0.0014513293194514888,0.0011119720487214868,0.0009697896626954804,4.551116618774688e-05,0.00022890642743843634,0.0006747495517150048,0.0024572382769587147,0.004535547520907805,0.003406353395378961,0.0025862085012015807,0.0023019796531622686,0.0009093845862799197,0.0015340417489668008,0.0018248606447858857,0.005802698707585123,0.008907510207339268,0.007775792399871285,0.0056507075996639865,0.004872239190482447
4.147600019492463e-07,7.939599579657838e-06,3.705635788233008e-05,8.092413684213104e-05,0.00010960700169117027,7.627170993439083e-05,6.638818628453865e-05,6.076908866742962e-05,8.686678892058543e-07,7.494513659176189e-06,3.388586063786233e-05,8.918131061297157e-05,0.00016106867323283577,0.00010096213515948605,9.330483591560548e-05,9.18142699897992e-05,0.0007396016259956416,0.0003934694928180373,0.00022610786364936033,0.00023767513680354467,0.00034532673145000925,0.00022241438628222478,0.00020352857739442247,0.00021077715586464044,0.00042906760714173277,0.0002415736570378001,0.00015399080588146896,0.00021381797651647948,0.0004228393080582504,0.0002532525135266839,0.0002913039203649317,0.00036273701908391616
2.2387430511109337e-05,9.997016011918072e-06,9.615439769964548e-06,1.6193468640107507e-05,2.142860205307947e-05,1.650079230297109e-05,1.64941895725218e-05,1.8379922060022005e-05,8.790593266208585e-06,3.3623443439235353e-06,1.96405889659412e-05,3.849965752621044e-05,5.3575951259323036e-05,4.0079407958087796e-05,4.096671789735668e-05,4.573787362740702e-05,5.19593760100071e-06,1.3915412235189686e-05,5.101182758432116e-05,0.00010234616087547643,0.00015918499019662184,0.0001130536838246564,0.00012478997990102915,0.0001426173301542475,5.8166799728773765e-06,3.0200863718734882e-05,7.61375806495218e-05,0.00016805031893247173,0.00029372515003185407,0.000201338875436794,0.0002379224023701912,0.0002812554735307626
2.910258896539207e-05,0.00021332301549258767,0.0004690347973909617,0.00041582829679034434,0.00028035915330782535,0.00023806318613454793,0.00016438529922988826,0.00013252775534179314,3.594141102797378e-05,0.00024013594863158243,0.000679484401289074,0.0006444038288747315,0.0004662560621892533,0.00039355060232139225,0.00026808271653833187,0.000225858711062031,0.00045797886672078666,0.0004598281704865305,0.0011520794090136316,0.0013571253934588443,0.0011692822892805665,0.0009452353136218584,0.0006844691772417233,0.0006326644690291593,0.0026992259803611186,0.0019640919781511784,0.002052942138652603,0.002928322965416071,0.0025105543444426254,0.002075602459687083,0.0015075029534289647,0.001406660764242833
0.0010808808233252391,0.0010899506774979906,0.0013842850706257842,0.000968754759116816,0.0009158198390610086,0.0006206735704135854,0.0005116278096403351,0.000532249562412791,0.0002585442400296007,0.0009288694169340973,0.0013090060272602508,0.000809423454171585,0.0010741467737320225,0.0010947848021320066,0.0007153478247065803,0.0008682114913097536,0.003740994950218903,0.0030903660747883784,0.002470137114889755,0.002922190708159912,0.004307682008480981,0.0036284689162057716,0.0026750227424786168,0.0030986273368989454,0.005403830773823787,0.005977199306881482,0.0054065412267300834,0.007482838890553544,0.009011094020548872,0.007655372090464547,0.005172494098069491,0.00593349123506003
0.000317477120423789,0.0009077716013779513,0.00034283235310031125,0.0002674392577856485,0.0004230206389139867,0.0002628686493264623,0.00027128045265640546,0.00032194343384548367,0.0005448263783387389,0.0005010871044515231,0.00026398516514908164,0.000509054420122188,0.0009460345422307008,0.0006302142768049482,0.0006495100070988392,0.0007611971527344653,0.0001559476518815488,0.0005098325139090094,0.0016354547763907648,0.002291026996799774,0.003056610668349256,0.001933223270381799,0.0019817028619634335,0.002283640331616395,0.004070270903338237,0.0030456578179399655,0.004302516956854052,0.006466687280929638,0.006137584483979683,0.004102826510988602,0.0037796578181275714,0.004291517617641788
0.0003697506444431815,0.0006124558666822757,0.0013187752648560302,0.0016791284420046965,0.001402839553178528,0.0010540481910716547,0.0010272894243935975,0.0010774120302432383,0.0004696712464074308,0.0010477505500085071,0.002705485520887553,0.003957804574884037,0.003503348347470011,0.002651247581117155,0.0022447832057689225,0.0024441283658108636,0.0031013390384230293,0.0024710746294178366,0.0052769276396956374,0.009094854919605757,0.009687336387717689,0.006854640803014698,0.005826407699996749,0.00684351796967083,0.005715927556509921,0.005432431296271212,0.007229192473393574,0.015466740794463724,0.015579792826675052,0.012049960371313057,0.009089200600646436,0.011323280059358865
0.00027380813972689336,0.0006648009904757919,0.0019731861481039736,0.002106123767701192,0.0020478153289645,0.0014890682550364675,0.0012673408738200773,0.0013323363133857153,0.0002532870948717707,0.0007329750833809093,0.002743717725673088,0.0034122081087661848,0.004311055893223196,0.002803156349703385,0.0025383536432821555,0.0028170696497061424,0.0015889387942705263,0.0013310269873598557,0.003005023866335024,0.00542080232987894,0.010226194926506012,0.008159553345663668,0.005807692808981427,0.006936733553484293,0.0028388959063031984,0.002846349496813796,0.0040462928908860515,0.008413355148216757,0.018123139887666118,0.012804610868179684,0.009523401015280646,0.012091061612732379
