LOA,Lb,Ls,Bd,Dd,Bs,WL,Bc,Beta,Rc,Rk,Abow,Bbow,BK_z,Kappa_bow,Adel_bow,Bdel_bow,Adrft,Bdrft,Cdrft,bit_EP_S,bit_EP_T,Atrans,SK_z,Kappa_stern,Adel_stern,Bdel_stern,Beta_trans,Bc_trans,Rc_trans,Rk_trans,bit_BB,bit_SB,Lbb,Hbb,Bbb,Lbbm,Rbb,Kappa_SB,Lsb,HSBOA,Hsb,Bsb,Lsbm,Rsb
10.0,0.3671156570315361,0.4227475494146347,0.24256712465107444,0.08571473360061646,0.39820006489753723,0.4313023510818262,0.16177312135696412,25.429219007492065,0.6475903987884521,0.3553125858306885,2.435291290283203,-2.6366634368896484,0.3797691762447357,0.3327798843383789,-0.5013020038604736,0.5518836975097656,2.0321569442749023,-1.6206789016723633,36.645931005477905,1.0,1.0,0.33548998832702637,0.12826383113861084,0.4825628697872162,-1.0863251686096191,1.1847014427185059,19.104378819465637,0.1006554514169693,0.19676539301872253,0.06530582904815674,1.0,1.0,0.0749406301876383,0.6486761722475646,0.4626777001127411,0.11434154230467564,0.18806452378482322,0.3192663851183969,0.09473406711467125,0.20131839153423958,0.3996836587357461,0.02383234006487267,-0.49386813682035635,0.17511710497978955
10.0,0.15828025639057158,0.4916859805583954,0.23077885520219804,0.160556423664093,0.49596884846687317,0.10810137862066489,0.2530907243490219,20.951296538114548,0.206817626953125,0.4260448217391968,0.3910818099975586,-0.17469310760498047,0.6690902709960938,0.40067556500434875,0.6630978584289551,-0.8896002769470215,-1.3426342010498047,1.5644898414611816,35.14435887336731,0.0,1.0,-1.2751421928405762,0.376085489988327,0.7950337529182434,-1.45875883102417,1.5700931549072266,9.990751147270203,0.12806248664855957,0.23224914073944092,0.0020858049392700195,1.0,1.0,0.058335934397758527,0.184144366046043,0.2908701246080474,-0.9184962879396712,0.29367218571515696,0.4444542220265917,0.13601712522756385,0.9420135333040429,0.07517483754583065,0.3509303670489813,0.06879732359385393,0.22458239259022983
10.0,0.49706425070762633,0.36435929238796233,0.1744778640565276,0.07866201400756836,0.4649292826652527,0.13539721391099202,0.2567253589630127,27.507866621017456,0.2737196683883667,0.03319990634918213,1.7631092071533203,-1.5772771835327148,0.5225511789321899,0.5756682753562927,1.2464900016784668,-1.0866296291351318,-0.5796236991882324,0.8176474571228027,42.768452167510986,0.0,0.0,-1.954362154006958,0.5011219382286072,0.5418950319290161,-0.5274345874786377,0.7227931022644043,14.298216104507446,0.08248551189899445,0.2512829005718231,0.017603278160095215,1.0,1.0,0.19928415766423313,0.20784407247175352,0.38324602089972026,0.9898829823708231,0.1513239196991663,0.44995141996109955,0.13369563395013148,0.24539195876284925,0.9479658544576786,0.21334006077677214,0.715571790270161,0.258415902211503
10.0,0.5339813470840454,0.3936205565929413,0.12756277107566594,0.05798279643058777,0.7836401462554932,0.4903743062453562,0.09434634298086167,28.29904854297638,0.5227540135383606,0.05243408679962158,1.4091205596923828,-1.6959388256072998,0.580999493598938,0.35028553009033203,-0.23135972023010254,0.761049747467041,1.0689811706542969,-1.1306254863739014,30.20335078239441,0.0,1.0,-0.3394742012023926,0.5760891437530518,0.38491639494895935,1.3263988494873047,-1.2762222290039062,14.70153272151947,0.048110634088516235,0.3361324369907379,0.02695256471633911,1.0,1.0,0.09789302794763506,0.020739770294845306,0.6861591858859929,-0.9995187174327573,0.2476897213273734,0.9530125083342641,0.030837232697464946,0.2180787142944971,0.05136095958446363,0.9524939947060718,-0.7529007376889145,0.018363775882821884
10.0,0.2650139957666397,0.6286084055900574,0.09451594851464033,0.05834717154502869,0.41838499903678894,0.2817153653102772,0.06581572592258454,30.57693064212799,0.7612927556037903,0.12525081634521484,-0.36852550506591797,0.35353851318359375,0.7481915950775146,0.5786985158920288,-1.7381534576416016,1.706817626953125,1.2499327659606934,-0.8315818309783936,16.07758104801178,0.0,1.0,-2.249544858932495,0.864500105381012,0.9145549535751343,1.8667168617248535,-1.6376962661743164,2.2641366720199585,0.03388310968875885,0.28323817253112793,0.20378828048706055,1.0,1.0,0.0029365710344592347,0.2935466533261444,0.3777961239509594,0.5374046814000033,0.04900378642698989,0.92486593458357,0.012918006179256692,0.6415898111221047,0.286404072122578,0.1988115712132582,-0.1957316997948768,0.28104858598088295
10.0,0.237637959420681,0.2165761470794678,0.16817506868958473,0.06427292227745057,0.6123905181884766,0.17191886876445195,0.1373173028230667,26.081446409225464,0.5446867942810059,0.14121770858764648,0.12013435363769531,0.020639419555664062,0.5049968957901001,0.4160040020942688,-1.8088109493255615,1.7990522384643555,0.653106689453125,-0.7731761932373047,49.45638656616211,0.0,1.0,-0.058971405029296875,0.44927316904067993,0.4841679632663727,0.6487464904785156,-0.5490000247955322,8.6431485414505,0.047889575362205505,0.34035617113113403,0.03103095293045044,1.0,1.0,0.084805360001593,0.0044123731861615,0.8546823362251649,-0.293745597467016,0.23475540184718147,0.5852286870321564,0.10150360343639733,0.37423195366549133,0.28254239451550245,0.09247619314126465,0.8332786847982849,0.31433554899557764
10.0,0.31665509939193726,0.3441844403743744,0.18731092583119868,0.13676705956459045,0.32866352796554565,0.3249179084251605,0.2795156329870224,26.53032213449478,0.7067819237709045,0.23420047760009766,0.2583169937133789,0.1065068244934082,0.6243451833724976,0.5800193548202515,-0.301525354385376,0.48409032821655273,0.8558440208435059,-0.5977509021759033,42.035701274871826,0.0,1.0,-0.3718864917755127,0.3447083532810211,0.7170674204826355,-1.499171257019043,1.4672479629516602,27.54786193370819,0.0896986871957779,0.07022584974765778,-0.011898428201675415,1.0,1.0,0.08751956803465469,0.31939591792321675,0.8419487143814668,0.7026695313529683,0.03838883188620292,0.6572605733519101,0.1002598581879112,0.01988112908516393,0.5270066508379717,0.3675010539314013,0.06875677076567066,0.009351155348858093
10.0,0.18052915185689927,0.5842103898525238,0.18113653541505337,0.10901119709014893,0.5811643004417419,0.41146173839898176,0.1728579133749008,27.69477367401123,0.6776752471923828,0.3150094747543335,2.104444980621338,-2.171837329864502,0.4183094799518585,0.6601788997650146,1.5352344512939453,-1.654982089996338,-2.039003610610962,1.8705840110778809,30.35253882408142,0.0,1.0,0.8254904747009277,0.5429675579071045,0.3183939456939697,0.3099994659423828,-0.41617441177368164,10.506595373153687,0.10655298829078674,0.24672995507717133,0.021039634943008423,1.0,1.0,0.021153601391262256,0.17740898139603922,0.895059801230776,-0.4893445201115678,0.13441871562521973,0.2736062396679969,0.14846035036918612,0.14028107690185498,0.2998470040697585,0.8440564966515754,-0.09544255684232339,0.24406329194886855
10.0,0.21235561072826387,0.5174304127693177,0.17909437807738782,0.14300404191017152,0.3148108124732971,0.2588491430470508,0.27984498143196107,26.098612546920776,0.1969231367111206,0.5375227928161621,1.5329842567443848,-1.1111125946044922,0.4540739357471466,0.4230422377586365,-0.02034306526184082,0.312227725982666,0.09723520278930664,0.05977582931518555,24.122815132141113,1.0,0.0,-0.21723508834838867,0.4041324257850647,0.7605248689651489,2.1774749755859375,-2.12446665763855,12.406806349754333,0.11702612042427063,0.2845659554004669,0.09414806962013245,1.0,1.0,0.125752317043621,0.24629770417697516,0.0964226833437859,0.3304760657167971,0.09163473935143475,0.18460580490697975,0.192758931637609,0.5832913186210286,0.521651905004342,0.36614527291447796,0.5772244573294898,0.10335357345404715
10.0,0.32846557497978207,0.30460340380668643,0.24966111684441566,0.15288909673690798,0.4954722821712494,0.5256079055212579,0.215928316116333,21.98069617152214,0.501652181148529,0.24933838844299316,-0.20070624351501465,-0.19931340217590332,0.4651893973350525,0.733879566192627,1.8370580673217773,-1.9987964630126953,-1.1426308155059814,1.2172226905822754,25.295652151107788,0.0,1.0,-0.8396210670471191,0.6077375411987305,0.4325627386569977,-1.9371984004974365,2.1674880981445312,16.671586632728577,0.09622511267662048,0.19434665143489838,0.07460495829582214,1.0,1.0,0.1030302746050224,0.29615824977780203,0.5250459886022135,-0.894169466544861,0.01071419646625896,0.9223078556443889,0.11894788152361083,0.06393637055969759,0.36827632726528137,0.19633089753330457,0.8660949061433956,0.00775001780250877
