Volume/LOA^3 @ T/Dd = 0.12,Volume/LOA^3 @ T/Dd = 0.25,Volume/LOA^3 @ T/Dd = 0.33,Volume/LOA^3 @ T/Dd = 0.38,Volume/LOA^3 @ T/Dd = 0.5,Volume/LOA^3 @ T/Dd = 0.62,Volume/LOA^3 @ T/Dd = 0.67,Volume/LOA^3 @ T/Dd = 0.75,Volume/LOA^3 @ T/Dd = 0.88,Volume/LOA^3 @ T/Dd = 1.0
0.00017971517507550083,0.0006653139424483441,0.001347141387107604,0.002254958021401618,0.00556904179970997,0.009332975822945507,0.010940138492769712,0.01349735769573396,0.017424564788554604,0.020519676301832716
1.6569798250278225e-05,5.8159134461525136e-05,0.0001024630124065085,0.00014014665012661033,0.0002734362037995021,0.0004916836779275584,0.0006127972930509877,0.0008470095935597217,0.0013678814695586537,0.0019836958366419737
0.0005470899879507573,0.0027499814726285065,0.004581059387007611,0.0058199331507948855,0.008999968728862412,0.012385301114164853,0.013806895458603296,0.016032374550905268,0.019436076533564287,0.022289744634491675
7.113898619196644e-05,0.00015067467288957997,0.00022341796657938866,0.00029510103127799314,0.0005772099920654073,0.0010381747451341907,0.0012631601690444043,0.001639556631603696,0.002307706741520956,0.0030207569816030426
0.00030053888030246156,0.0010283611741844338,0.0016906182863232642,0.0021842278816858133,0.0035458899877122184,0.005075801393651951,0.005756628634134159,0.006897710410923628,0.008880275230679793,0.010838138821730087
3.7346768113874674e-05,0.000152413077448949,0.00028188693171662417,0.0003914974246874314,0.0007786619679354392,0.0013487810341268557,0.0016381110526456466,0.002163331066614357,0.0032056761775371063,0.004368526817130001
3.297434252127005e-05,9.05001171663121e-05,0.00014512379462845046,0.00019018136119737256,0.0003494389843939981,0.0006188072444319073,0.0007696059746288243,0.0010584362044499388,0.001647839464079662,0.0023113991862947934
2.5233504357576303e-05,0.00016537934839851734,0.0003330905342679952,0.0004717051548559815,0.0009056758838907061,0.0014821243449091963,0.001762630958155234,0.002255585645572148,0.0031729638121082726,0.004150610394233878
0.00010339558544881205,0.0008521739915677386,0.0020413752188976867,0.0030910008771175964,0.006169396386341053,0.009492257545163849,0.010965260054333988,0.013399366093882748,0.017528273912632227,0.021506385378707443
0.0010459449359048734,0.003914826038464559,0.006343436517030083,0.007955566397456428,0.012155071427014812,0.016283402197851026,0.017961141294122147,0.020581608139620226,0.024651189935076173,0.02819238796967156
0.0003266274680824191,0.0010752956077222427,0.0016989113568842982,0.0021300376818649495,0.0032664628369030693,0.004515584361613252,0.005056133903294169,0.0059363566311646625,0.007411946890096469,0.008799710147188104
0.00019209610688553387,0.0007177060923687577,0.001223946079567881,0.0016144787174923632,0.002738732424653479,0.004056973408316468,0.00462569837451464,0.0055226151322549065,0.006890005057458564,0.00799308149756237
4.578374584843856e-05,0.0002257352998309492,0.00047863460119933643,0.0007279995016149029,0.0016563151879503582,0.003030191958198409,0.003703594864108279,0.004873768320844221,0.006897747903747708,0.008882407489404413
0.0011844957592295523,0.00435066652848393,0.006518262814945202,0.007906430894560154,0.011294341464452275,0.01481774822967727,0.016309536947875868,0.01868821766284631,0.02252583049081449,0.026031655730805497
4.079748595956514e-05,0.00020838460573832058,0.00038580683483754164,0.0005259908885058657,0.0009578990602663921,0.001553236200118114,0.0018363372403706246,0.002312325237295583,0.003125664789767318,0.0039007045151158073
9.461312306964502e-05,0.0003212702115699508,0.0005256441203938868,0.0006794240951277958,0.0011149969411393327,0.0016283544059766395,0.0018700597227396683,0.002278726062967733,0.0029912643019000436,0.0037012320367323633
1.848165622337759e-05,7.033610614494385e-05,0.0001232570743986409,0.0001653712367430484,0.0003021320969981133,0.0005046549502285327,0.000613673914312819,0.0008278084980427725,0.0012664922723169192,0.0017934308588621257
1.0530414995228258e-05,6.957000357706802e-05,0.0002004389611015187,0.00034166854273537075,0.0008273766820355579,0.001434720033226401,0.0017224469200036953,0.002245560096510899,0.0032595577886933907,0.0043437550608740015
6.268429311726726e-05,0.0002590341397493115,0.0004329308858492845,0.0005545755177891925,0.0008744123306268662,0.0012291085659648794,0.0013887323615974752,0.001660722812680322,0.0021563966219840833,0.0027223623824467022
4.021632194497726e-05,0.0003923375443192375,0.0010058857479261017,0.0015609744210488832,0.003258853315057786,0.005332588115436016,0.006290626377832408,0.007885938111974578,0.010610643224441387,0.013106750512144195
5.141407723119513e-05,0.000376427551610905,0.0007974061774618167,0.0011524931814465976,0.002271804125123734,0.0036580406181577576,0.0042902675659021,0.005354388447673313,0.007227450649021307,0.009017383429423055
0.0001980624126799122,0.0008561420909829571,0.001460817409696711,0.0018867707806172601,0.003012516637169794,0.004236843798601108,0.00477325256559296,0.00566256304788432,0.007198150670678086,0.008838850583451614
