LCF/LOA @ T/Dd = 0.12,LCF/LOA @ T/Dd = 0.25,LCF/LOA @ T/Dd = 0.33,LCF/LOA @ T/Dd = 0.38,LCF/LOA @ T/Dd = 0.5,LCF/LOA @ T/Dd = 0.62,LCF/LOA @ T/Dd = 0.67,LCF/LOA @ T/Dd = 0.75,LCF/LOA @ T/Dd = 0.88,LCF/LOA @ T/Dd = 1.0
0.33722869024816504,0.4302587248855807,0.48878436481497295,0.5087580297891452,0.5071555727527193,0.5110311555602508,0.5134542088478219,0.5185611832464111,0.5249304522294554,0.5320457195652449
0.2481553238971154,0.32153843765509643,0.35565127916292294,0.3730370635184537,0.4104079502187711,0.4405086275296569,0.44779013788079053,0.4751313404620537,0.5017069675614676,0.5132325281942938
0.47636087284591444,0.4882639714371056,0.4916736290517095,0.4934521344715672,0.49731467052197675,0.5051271024079299,0.5012775490407847,0.4957752063751372,0.4886389833378117,0.4841071305645606
0.3240791431047627,0.4196012374870989,0.4866892964234478,0.5159126294790892,0.5424742120439893,0.5736447125935862,0.5685763995071549,0.5563119813541424,0.5232763400077192,0.4739821444203144
0.4923133456881737,0.5397238187962726,0.5488631456500441,0.5485745790769877,0.5450094074231113,0.5420672371292552,0.5412994331763188,0.540947434454768,0.5432321712056218,0.5476153720499126
0.22435998505156984,0.2780230094670137,0.31401158380350186,0.34500174604119926,0.4051372350008096,0.44126529833264333,0.45366590753332103,0.47679442342897593,0.5160107976023078,0.5418040754974385
0.20275374177914887,0.3209766715080043,0.3801385901483081,0.4103521820228256,0.45899711994386416,0.4828902618451071,0.4894401004421101,0.4950153965040932,0.4953773895600381,0.4921838174667178
0.3624345659823926,0.4270604437000096,0.4384322532516568,0.4433392674811558,0.4471357871226066,0.4881591711095026,0.4932573878767091,0.49980365588685977,0.5063660778381744,0.5078093322035396
0.3418307014351345,0.44629280485859163,0.4611683804621666,0.4676062731101986,0.4773934492831266,0.4805766495291567,0.48392333710580626,0.4882372955099158,0.4991266844846639,0.5101153984482918
0.4540753677501438,0.46446623223427175,0.46768007598361044,0.4924971000831084,0.49619154668510596,0.48177441510218044,0.4760090308289575,0.46969532098039285,0.4600840869284183,0.4515351169541068
0.4039197338568563,0.45228304343936526,0.462309462979389,0.4662017468577967,0.47129297063157527,0.4769284316823442,0.4807824002342989,0.48645693033984677,0.5071443447786774,0.5140625417023439
0.43413267798302624,0.4430641241171176,0.4428375519772364,0.4400471941151838,0.42543602101042105,0.44617670088561684,0.4506642251745611,0.4575575559975912,0.4750632014926174,0.4988316002263403
0.3223446453969009,0.4075209617897871,0.4321504052548607,0.441463552799203,0.45175886587848807,0.4579523959461456,0.48792449191651943,0.49823406432497774,0.5036850450213554,0.5101849905405158
0.4841020435117399,0.4867573753665875,0.4864854429002995,0.48238235082381553,0.4749685073529851,0.4826963423934549,0.48399787380516496,0.48429233193045135,0.48550872056389804,0.4877301200956071
0.3762088008694919,0.43576043765821326,0.4494989061021714,0.4557877848655786,0.47898661618239674,0.5049997515450138,0.5053207067611771,0.5049504670664147,0.5056535435370964,0.5055607233560537
0.42816808646749627,0.47323102322963706,0.4901182580429439,0.4982607573101124,0.508931641112081,0.5415348233331594,0.5488283588086138,0.5529308256204029,0.5570806466359199,0.5625301185409942
0.21745057910328885,0.26195222489013414,0.3083980583268846,0.33538032730589185,0.3937167837611185,0.4445140109971044,0.46244422183684686,0.5107118097698153,0.5519159331920398,0.5938652491189811
0.3601602730278732,0.4475499982494354,0.4733245626110931,0.4797229183122985,0.49070869355795343,0.4993802269039425,0.5023715597106941,0.5262809670709399,0.5401468966360101,0.5314826824681378
0.476491710425013,0.47673136482045086,0.47544542956540836,0.4741891410199262,0.46980626107920986,0.46392257490028765,0.4612112920563331,0.4568699614845738,0.4998390269153449,0.4871169960274348
0.41124623273055416,0.44751054229889264,0.45394523900083295,0.4561872307373718,0.4650371557245867,0.49447810080906907,0.4955234052161299,0.504900546009093,0.5130836398085649,0.5075735110291802
0.42849295868961806,0.4791471278279885,0.4834705435804071,0.4847556408210445,0.4858793360608118,0.48624180301202014,0.48636048451284764,0.4969128729842748,0.5161169145194426,0.5305140088371567
0.47123408203734163,0.47216506925568236,0.4701613844830832,0.4683978450481641,0.4669942677153093,0.46785277238571127,0.4677377722526418,0.46698300273212556,0.49290787992088986,0.5034760265631409
0.34603271341920405,0.4384418931788049,0.45457487161751675,0.45642690348168413,0.4518089228015675,0.4644999882046193,0.4675997442987481,0.4859586470440666,0.4804907676192848,0.4595174612068516
0.36170868252596605,0.44633700724256087,0.4645232899320805,0.4715252867695523,0.4789993048234523,0.49857148610997815,0.49776107947220194,0.49930851368819623,0.49873213506340075,0.4975205358238718
0.45736697247726904,0.4635229616196951,0.4548661688280363,0.44838700246317,0.46387602136804257,0.4488535592568971,0.4533583856026321,0.4677416844056358,0.49845486569131214,0.526373421472069
0.46066835096001774,0.48140840231587145,0.4892971505732827,0.4932349630822201,0.5173736677329825,0.5225237838028893,0.52379755755693,0.5252566183863729,0.5264110389351819,0.526247245801163
0.5065569513108724,0.5143941288622591,0.5156881460930088,0.5325252114618659,0.5317459255834677,0.5188402686804767,0.5168040957530068,0.5134568838058794,0.5054002384900982,0.4936046697769375
0.30214074215874037,0.4687333140897387,0.5059418453259031,0.5150297154015897,0.5299447037829226,0.538798169964848,0.5398544721766816,0.5425678306545334,0.5514814841376336,0.5660209925389779
0.19700889631981547,0.32741796905609144,0.3945020487596337,0.42191295874893237,0.4542592595711497,0.46312729669560104,0.4644901960845145,0.49606612870651395,0.5087168315312219,0.5061693225353301
0.4208461503709372,0.4992475024104531,0.5062828054292641,0.5075089483545863,0.5073826558128716,0.5056227167364394,0.5063415437723713,0.5081008132777017,0.5038537268696557,0.48277286859530905
0.4781066076224607,0.5088074928132578,0.5113470916295704,0.5087888268773304,0.5124698774503057,0.5259994589418762,0.5233197846676934,0.5163176852117123,0.49364049705360824,0.4510120283397459
0.33642995910451967,0.4503814007905727,0.4719417062766249,0.48144164330255046,0.4988431771552905,0.5134383212691552,0.5185438565611273,0.5242848998716026,0.5263262319499156,0.5192839292654086
0.30208547639547023,0.42498303187654285,0.4562998472647549,0.46706649981020176,0.4820222444165078,0.4944954091547295,0.503236514403803,0.5122115623192273,0.5268501002913849,0.5463808275487242
0.34264622787711974,0.3982932452658618,0.41328233022295535,0.4207012341773345,0.43544840429370335,0.4720275367736161,0.47955460037632547,0.49875393626584047,0.5074256326700709,0.5441694522300611
0.5364771464096536,0.543199668897034,0.5432127186554088,0.5192769129755916,0.5301430739021119,0.5391769709892791,0.5365916548050536,0.5275859365922708,0.5089870198649873,0.4886408921233599
