Area_WS/LOA^2 @ T/Dd = 0.12,Area_WS/LOA^2 @ T/Dd = 0.25,Area_WS/LOA^2 @ T/Dd = 0.33,Area_WS/LOA^2 @ T/Dd = 0.38,Area_WS/LOA^2 @ T/Dd = 0.5,Area_WS/LOA^2 @ T/Dd = 0.62,Area_WS/LOA^2 @ T/Dd = 0.67,Area_WS/LOA^2 @ T/Dd = 0.75,Area_WS/LOA^2 @ T/Dd = 0.88,Area_WS/LOA^2 @ T/Dd = 1.0
0.038614267015109754,0.07270355981342938,0.09488370270948207,0.10939516666405887,0.1461702860686394,0.18405711722772014,0.19997232069143267,0.22549877271987576,0.26632848057277064,0.3024490717878762
0.012713603159256357,0.025247916930610587,0.03331316919798918,0.03846971325624008,0.051160384601996144,0.06414781722195274,0.06963330678686305,0.07850130825717577,0.09295873906370994,0.1062919228090486
0.03054706507238452,0.06360182889134569,0.08515096397125388,0.0989399671682918,0.1328487195578356,0.1670241341841274,0.18093533679301363,0.20279951028836707,0.23710125702208568,0.2672213089983743
0.03184002557584965,0.04303972504948083,0.050177689068570855,0.05472390981987974,0.06589854407500882,0.07736671953992902,0.08213990899473293,0.08980866991410082,0.10252045582562572,0.11477708198475792
0.029371509407640863,0.05030002120152495,0.06350009354874647,0.07187559430863147,0.09232727110195495,0.1130525345032486,0.1217096025223928,0.1355326826403119,0.1577925205254554,0.17800922764342691
0.015502158304670695,0.031093840772876517,0.04125086161189923,0.047723196430403195,0.06349820692888156,0.0795391919736963,0.08627895475316155,0.09710567825585505,0.11470526174115837,0.13099271373624158
0.018377672941047817,0.032816607736735136,0.04198156655078031,0.04778230017336781,0.06186320840120619,0.07590913845268404,0.08169538806473564,0.09085352325571934,0.10544051870209012,0.11858064865872743
0.012103527554097455,0.025732201848946614,0.03476443025319712,0.04062679663884415,0.05523852989491532,0.06995879791865796,0.07609623310190841,0.08593691905074541,0.10201676578084964,0.11701194737026765
0.031201021404745746,0.06055893814426491,0.08003924090756694,0.0928464701841047,0.1250287215122199,0.15767531322692646,0.17133193104610484,0.19342218019245042,0.22976214513211604,0.2636495097728178
0.037919406010640415,0.07915308193135831,0.10595867523632997,0.12303567067716015,0.16362771917581995,0.20320313548051366,0.21946196231144874,0.24510528196471348,0.2856481808642657,0.32178829697867156
0.04471957597961831,0.06412422956039082,0.07656513674585719,0.0845015237474102,0.10399565842708981,0.12401223210705106,0.13241002117448553,0.1458628180656334,0.16763296075162498,0.18762389351352227
0.022636169254028768,0.03986049493779767,0.05147306405126433,0.05907680705932335,0.07830320814754782,0.0980430787794635,0.10607711356760845,0.1186355636434485,0.13805313816628484,0.154590136512709
0.026072212946771072,0.0539638325984166,0.07186474424247655,0.08330728215668062,0.11152653711415769,0.14068328989544676,0.153057532123435,0.17299262621363998,0.20598636495416958,0.23719553784433056
0.03296332416962104,0.07255135985629808,0.0984506688962117,0.11505243488220591,0.1552838070105185,0.1957178048898963,0.2124654075309909,0.2391602551359174,0.2822701706508311,0.3217684118020223
