z/LOA @ T/Dd = 0.12,z/LOA @ T/Dd = 0.25,z/LOA @ T/Dd = 0.33,z/LOA @ T/Dd = 0.38,z/LOA @ T/Dd = 0.5,z/LOA @ T/Dd = 0.62,z/LOA @ T/Dd = 0.67,z/LOA @ T/Dd = 0.75,z/LOA @ T/Dd = 0.88,z/LOA @ T/Dd = 1.0
0.017746230360870363,0.03697022991847992,0.0488003834923935,0.05619422947608947,0.07393945983695983,0.09168469019783018,0.09907853618152618,0.11090868975543977,0.1301326893130493,0.14787791967391967
0.006655803200607299,0.013865173334598543,0.018301708801670074,0.021074543468589786,0.027729346669197085,0.034384149869804384,0.03715698453672409,0.041593520003795625,0.04880289013778687,0.05545769333839416
0.01606463765800476,0.03346691178750992,0.044176003559513094,0.05086918591701507,0.06693282357501983,0.0829964612330246,0.08968964359052659,0.10039873536252977,0.11780100949203491,0.13386464715003968
0.006528987643127442,0.013600974256515505,0.017952966018600466,0.020672960869903566,0.02720094851303101,0.03372893615615845,0.036448931007461556,0.04080092276954651,0.04787290938293458,0.05440089702606201
0.010286648032073974,0.021429433400154116,0.02828653208820343,0.032572218768234254,0.04285786680030823,0.0531435148323822,0.05742920151241302,0.06428630020046235,0.07542908556854247,0.08571473360061646
0.008245632168655396,0.01717731701803208,0.022673738463802346,0.02610900186740876,0.03435363403606416,0.042598266204719556,0.046033529608325977,0.05152995105409623,0.06046163590347291,0.0687062680721283
0.007056533810501099,0.014700028771877292,0.019403717978878025,0.022343523733253483,0.029399057543754582,0.03645459135425568,0.03939439710863114,0.044098086315631876,0.051741581277008064,0.05879711508750916
0.007376620051269531,0.015366875106811525,0.02028395514099121,0.023357130162353516,0.03073275021362305,0.03810837026489258,0.04118154528625488,0.04609862532043457,0.054088880375976554,0.06146450042724609
0.016155552384262088,0.03365631746721268,0.044426019056720736,0.05115708255016327,0.06731163493442535,0.08346618731868743,0.09019725081212997,0.10096695240163804,0.11846771748458865,0.13462226986885073
0.019267650839691165,0.04013985591602325,0.05298428980915069,0.061012060992355344,0.0802787118320465,0.09954536267173766,0.10757313385494231,0.12041756774806978,0.14128977282440186,0.160556423664093
0.010136913535003664,0.021117486531257633,0.02787476222126008,0.0320980595275116,0.042233973062515265,0.05236988659751892,0.05659318390377045,0.0633504595937729,0.07433103259002687,0.08446694612503053
0.009440321680908203,0.019666253501892092,0.02595913462249756,0.02989218532287598,0.03933150700378418,0.04877082868469239,0.0527038793850708,0.058996760505676274,0.06922269232666015,0.07866201400756836
0.015409180876617431,0.03210137682628632,0.04237349741069794,0.048793572775955196,0.06420175365257262,0.07960993452919005,0.08603000989444731,0.09630213047885894,0.11299432642852783,0.12840250730514527
0.01922667526901245,0.04005449014377594,0.052871606989784235,0.06088230501853942,0.08010798028755187,0.09933365555656433,0.10734435358531953,0.12016147043132781,0.1409892853060913,0.16021496057510376
0.007397307392959596,0.015409973735332491,0.02034084533063889,0.023422640077705385,0.030818947470664982,0.03821525486362458,0.041297049610691076,0.046227921205997474,0.05424058754837037,0.061636894941329956
0.006958815571670532,0.014496449107646945,0.019134992822093966,0.022034082643623353,0.02899189821529389,0.03594971378696442,0.038848803608493805,0.04348734732294083,0.051024980858917234,0.05798279643058777
0.0070185937851715095,0.014620987052440646,0.019299382909221653,0.02222338031970978,0.02924097410488129,0.0362585678900528,0.03918256530054093,0.04386096115732194,0.051463354424591067,0.05848094820976257
0.006997726199035645,0.014577512914657595,0.019241997047348025,0.022157299630279546,0.02915402582931519,0.03615075202835084,0.039066054611282354,0.043730538743972786,0.05131032545959473,0.05830705165863037
0.0070025405854034425,0.014587542886257174,0.01925523660985947,0.022172545187110905,0.029174085772514347,0.03617562635791779,0.03909293493516923,0.04376062865877152,0.051345630959625244,0.058347171545028685
0.016631841894989015,0.03464858728122711,0.04573581521121979,0.0526653326674652,0.06929617456245421,0.08592701645744323,0.09285653391368866,0.10394376184368134,0.12196050722991944,0.13859134912490845
0.01282688736618042,0.02672159867954254,0.035272190256996155,0.040616309992904664,0.05344219735908508,0.06626808472526549,0.071612204461174,0.08016279603862761,0.09405750735198974,0.10688339471817017
0.010222196337585449,0.02129515903663635,0.02810928992835999,0.032368121735687254,0.0425893180732727,0.05281051441085814,0.05706934621818542,0.06388347710990905,0.07495643980895995,0.08517763614654542
0.006184262272720337,0.012882796401500704,0.01700497124998093,0.01958133053028107,0.025764592803001408,0.031947855075721746,0.03452421435602189,0.038646389204502106,0.04534492333328248,0.05152818560600281
0.00785021376312256,0.016353528673172003,0.02158633784858704,0.02485684358322144,0.032706057346344006,0.040555271109466565,0.04382577684410096,0.049058586019516,0.05756190092956544,0.065411114692688
0.020792249915008547,0.04331610398960113,0.0571769372662735,0.06583995806419371,0.08663120797920226,0.10742245789421082,0.11608547869213104,0.1299463119688034,0.152470166043396,0.17326141595840455
0.00771363067329407,0.016068980569362644,0.021210734351558694,0.024424330465431222,0.03213696113872529,0.03984959181201936,0.04306318792589189,0.04820494170808794,0.05656029160415651,0.06427292227745057
0.016412927147750854,0.034192514891147614,0.04513379965631485,0.05197210263454437,0.06838402978229521,0.08479595693004607,0.09163425990827559,0.10257554467344285,0.12035513241683962,0.13676705956459045
0.00754540681541443,0.01571851419878006,0.02074811874238968,0.023891621582145695,0.03143602839756012,0.038980435212974555,0.04212393805273057,0.047153542596340185,0.05532664997970581,0.06287105679512024
0.009088515278701782,0.01893332349729538,0.0249916670164299,0.02877813171588898,0.03786564699459076,0.04695316227329254,0.05073962697275162,0.05679797049188613,0.06664277871047973,0.07573029398918152
0.012021867749099729,0.025044474477291107,0.03305838631002426,0.03806708120548248,0.050087948954582205,0.062108816703681936,0.06711751159914016,0.07513142343187332,0.08815403016006468,0.10017489790916442
0.006217559573059083,0.012952165777206422,0.01709653882591248,0.01968677198135376,0.025903331554412844,0.032119891127471926,0.034710124282913216,0.03885449733161926,0.045589103535766604,0.051805663108825686
0.008251961466674805,0.01719050305557251,0.022691144033355714,0.026129044644470217,0.03438000611114502,0.042630967577819825,0.04606886818893433,0.05156950916671753,0.06050805075561523,0.06875901222229004
0.006720774170761108,0.014000529522418977,0.01848037896959305,0.021280284874076842,0.028000059044837954,0.03471983321559906,0.03751973912008286,0.041999588567256926,0.049279343918914795,0.055999118089675906
0.009079454419021608,0.018914446706295017,0.02496674965230942,0.028749438993568428,0.03782789341259003,0.04690634783161164,0.05068903717287064,0.05674134011888504,0.06657633240615846,0.07565478682518006
0.01830044340789795,0.038124840433120734,0.05032446937171936,0.0579492374583435,0.07624868086624145,0.0945481242741394,0.10217289236076357,0.11437252129936219,0.13419691832458497,0.15249636173248293
0.00966575956047058,0.02013591575098038,0.026579088791294097,0.030606071941490176,0.04027083150196076,0.04993559106243134,0.053962574212627415,0.060405747252941136,0.07087590344345093,0.08054066300392151
0.006522973772888184,0.013588445360183717,0.017936427875442508,0.02065391694747925,0.027175890720367434,0.03369786449325562,0.036415353565292366,0.040763336080551146,0.04782880766784668,0.054350781440734866
0.01943374037445068,0.04048587578010558,0.05344103602973936,0.06153801118576049,0.08097075156021116,0.10040349193466187,0.10850046709068298,0.12145562734031676,0.14250776274597168,0.16194050312042235
0.01308222365081787,0.02725354927253723,0.03597436503974914,0.04142487489425659,0.054506098545074454,0.06758732219589232,0.07303783205039976,0.08175864781761169,0.09592997343933105,0.10901119709014892
0.009643256184463501,0.020089033717632297,0.026517204507274635,0.03053481125080109,0.04017706743526459,0.049819323619728094,0.05383693036325454,0.060265101152896884,0.07071087868606568,0.08035313487052918
0.017161365029220582,0.035751760477542874,0.04719200383035659,0.054342155925865165,0.07150252095508575,0.08866288598430633,0.0958130380798149,0.10725328143262862,0.12584367688095094,0.14300404191017152
0.006379528519515991,0.013289601082324983,0.01754195342866898,0.020199673645133975,0.026578202164649966,0.03295673068416596,0.03561445090063096,0.039866803246974954,0.046776875809783944,0.053155404329299924
0.01834757160842896,0.038223024184226996,0.05045407192317963,0.05809847676002503,0.07644504836845398,0.09479161997688294,0.10243602481372835,0.11466707255268098,0.13454252512847903,0.15288909673690798
0.017559273955230714,0.03658073740673066,0.04828625337688446,0.05560220085823059,0.0731604748134613,0.09071874876869203,0.09803469625003816,0.10974021222019197,0.12876167567169192,0.14631994962692263
0.006337983605270386,0.013203049177646638,0.017427704914493563,0.020068114750022892,0.026405098355293276,0.03274208196056367,0.035382491796093,0.03960714753293992,0.04647221310531617,0.05280919671058655
0.006513053891067505,0.013567778939723971,0.01790914820043564,0.020622503988380433,0.02713455787944794,0.03364661177051544,0.036359967558460236,0.04070133681917191,0.04775606186782837,0.054268115758895875
0.006002736803894044,0.012504618341445926,0.01650577621070862,0.019006499878997805,0.02500823668289185,0.031009973486785893,0.03351069715507508,0.03751185502433777,0.04401373656188965,0.05001547336578369
0.009746448275451663,0.020304017240524296,0.02680098275749207,0.03086158620559693,0.04060703448104859,0.05035248275650025,0.05441308620460511,0.06091005172157288,0.07146762068664551,0.08121306896209718
0.02088154816329956,0.043502142006874085,0.057422507449073776,0.0661227358504486,0.08700328401374816,0.10788383217704774,0.11658406057842255,0.13050442602062223,0.15312501986419677,0.17400556802749634
