x/LOA of fwd end of Box,length/LOA of Box,height/LOA of Box,width/LOA of Box,Volume/LOA^3 of Box
0.20938567391388752,0.6769236642500076,0.09103004473828762,0.07228549811255239,0.008908521378418402
0.08667869825039927,0.8110750206835806,0.012057868828849525,0.030536065068949885,0.0005972754297297479
0.15895891464904385,0.6083558008847902,0.10181717716797374,0.08534118981753187,0.010572249286162325
0.28656654572998785,0.6041667396481708,0.02253931482588922,0.04242858490581304,0.0011555428792303834
0.22334744769708786,0.7380123806532237,0.05518947896738648,0.056396232398254934,0.004594095603350646
0.08572888008928894,0.7363645156181877,0.027566049875629654,0.03381556664101495,0.001372821445114846
0.10857688149578179,0.7208850250417357,0.015245362102364813,0.03461167908375547,0.0007607753141129767
0.05689803475147914,0.6767895705319819,0.030772978922319245,0.035122965827196526,0.0014630001602678646
0.19899009629185566,0.5893173359509281,0.08196366146952586,0.09316680355325432,0.009000398924524868
0.0877820292277722,0.710306275922392,0.11430227727196499,0.08725921355073978,0.014169085634245012
0.1203607130376124,0.6370030215967729,0.057263489180210146,0.05231708565274531,0.003816742302662299
0.1762426419998997,0.521886620758216,0.05079956294421054,0.05339347711469444,0.0028310943229214553
0.08487136017015669,0.6286527770021588,0.0696703301943484,0.03744597408803255,0.0032801509893147004
0.15140456246517653,0.6171739029294941,0.13078992057959876,0.0886166775345328,0.014306298707905963
0.11249220889629977,0.6411815769911899,0.029200427373712222,0.038963802534198906,0.0014590210995457373
0.2327652315764261,0.5381152570167202,0.03612891730133036,0.03220653645297025,0.0012522881494690444
0.14633087023601712,0.8320255890776234,0.014266716738973794,0.023889431663086522,0.0005671481703726564
0.20492153063699173,0.5340470561429083,0.031725971178732396,0.04291732692535742,0.0014543104034571979
0.17596625889701292,0.5230120352364567,0.03920641655172722,0.022595830145745493,0.0009266743234301352
0.11566323904707707,0.5965562936865885,0.07774355925216243,0.05822943912066375,0.0054011775526119216
0.19341436429974912,0.5316063496840049,0.05697980510404421,0.057690160362976306,0.0034949652416716753
0.16023517366962065,0.5803487288999887,0.05654784892639729,0.05729115113059903,0.0037603015243927317
0.0523703127257442,0.7583222266719903,0.022567306038925032,0.025777544045305266,0.0008822771613766753
0.10442982466016315,0.7062912729134663,0.02825954070090807,0.027697728331892962,0.0011056637877680077
0.16513014068601783,0.6257709330474971,0.1358988478492945,0.0526070296996307,0.00894756656881935
0.10321475957724961,0.691947578947448,0.047671275814857916,0.03591939381677501,0.002369675964780396
0.18929603758629102,0.6821847385589144,0.08696199849592948,0.06647595813974061,0.007887259185968873
0.17447214293372484,0.6649653369604493,0.03956627477957585,0.03514006467279934,0.0018490843463311577
0.1488977003754273,0.7414588056348207,0.016978813190416102,0.03955098644804054,0.0009958218994140856
0.1361624427879621,0.7231210136850291,0.05465535069625416,0.03455246516095969,0.0027311949508918663
0.21006920388924963,0.6043714595896749,0.023762079196463625,0.029813707818467032,0.0008563166195364545
0.14649398418082105,0.6650321394874927,0.03137542957799613,0.06584225601873979,0.002747685448448162
0.13706097732149317,0.681662464498542,0.02172452049670098,0.051400531504628054,0.0015223593725731874
0.05621109510521394,0.6421681319448912,0.03363891117501601,0.03283506731040071,0.0014185955274238315
0.25026938096388684,0.5343352918195865,0.11911090990077426,0.057779632820756745,0.007354788274886549
0.1460120603908444,0.6436192002835097,0.03476323172037619,0.04684992712345182,0.0020964670933782265
0.1415704707621068,0.6349531059911407,0.029721753404453065,0.032706529779311565,0.0012344700033746444
0.1732568841936138,0.6234278414717731,0.062203757440224515,0.0697733407080657,0.005411558099927325
0.12296059091676963,0.4825573416953624,0.06619518728729239,0.06615007262846725,0.004226060048592026
0.047853456383860266,0.8194702135389382,0.043534723336044204,0.016627111995998256,0.001186358042841388
0.14124929549161916,0.6648931409238501,0.11421808860706677,0.058972931186768496,0.008957141830522842
0.11600132159025581,0.6770363097328485,0.03520092854782135,0.027310367859300678,0.0013017381292766532
0.21018726924969666,0.6144025117780698,0.10608237120513624,0.09265970648115315,0.01207861440149095
0.19482831218739793,0.6431715503812819,0.12639030229612971,0.0744868904035237,0.012110174980312567
0.13920595642365058,0.6108825720384796,0.032124839383239664,0.023472509248561493,0.0009212727271604469
0.19212053569253848,0.5755466321825847,0.01657216657339972,0.03541488721119096,0.0006755782599457896
0.05036467741587978,0.7662344151345385,0.01117526789686964,0.01629143005073511,0.0002790029536600684
0.2140194012822275,0.5754273522879914,0.050989737199987194,0.04827262816437158,0.0028327236948764507
0.1643630066417485,0.5818997986944119,0.13930333842618664,0.06317528928442266,0.010242051761779357
0.1682114443838907,0.6298212992473373,0.06742148482938558,0.06446322007583831,0.0054746662375675615
0.12810159819273087,0.6100530648475995,0.08485495264456036,0.06459616203214996,0.0066877729388667845
0.11183383851817877,0.7633718012601987,0.024715014193375802,0.02981184361159748,0.001124904897014411
0.16166615380663368,0.6186605946736496,0.1739608116173504,0.05816109364958444,0.012518907769924955
0.1374312413392475,0.6770622285306453,0.03766657276422745,0.07069995177837671,0.0036060671171810783
0.22397125124626535,0.6107408827526127,0.054865272971265644,0.06408773123304576,0.004294963029554702
0.1320201455479659,0.5595426606409661,0.07594266557638196,0.052987803427216096,0.004503238540328606
0.08185753213188789,0.7097046680229343,0.13254233107603663,0.05221949746368095,0.009824149209631395
0.1313965786045325,0.6204823446971243,0.10223315814333148,0.08560062623511236,0.01085995793663394
0.0673387581020526,0.809802263308016,0.011921327352594898,0.01740950582147314,0.00033613987877710604
0.07351937820984111,0.737986987103576,0.019797993820458576,0.029500810144315003,0.0008620527202942791
0.13168355167854545,0.6111242579912943,0.059981279916861883,0.07672204892570898,0.005624649180515851
0.10942706341299954,0.5417604172266535,0.025163714764694943,0.02778396004714847,0.000757541040431723
0.24639081549123393,0.6019704696550079,0.08920411419658122,0.08918042428501077,0.009577664102242658
0.19659127866407528,0.6163128087374792,0.06575386123410387,0.03792747490289385,0.0030740178131732463
0.1223938714123007,0.7449651577335463,0.09814622629540108,0.034081316119688274,0.004983746229391717
0.12921056369396275,0.6207782471734108,0.04961171600983232,0.08407137504538302,0.005178439248770316
0.2417760115983326,0.6175887430829783,0.06775092578737646,0.05717786272261545,0.00478489617583112
0.21399006895166642,0.5300634015244688,0.05423842429494012,0.0600074536558056,0.003450405023294548
0.3401880006995611,0.47427387408777266,0.1464630291931474,0.10550426972373769,0.014657410304803074
0.20518654594938718,0.590324722398677,0.11222027842300408,0.09208980025331114,0.012201236354038811
0.19928900595183519,0.5902840573913093,0.08535166229385834,0.07889991743845437,0.007950227968486975
0.18521593348481608,0.6102442325061377,0.040070082378503194,0.04711277014937978,0.0023040534791729976
0.1546375522419724,0.6503394177616454,0.07659117801731985,0.06946206733766465,0.006919847562619789
0.20459617635919067,0.5539769813734662,0.060108802797189644,0.06524479074543048,0.004345158628324221
0.33202989402768235,0.5300562034049903,0.057475440095715424,0.02932048262814003,0.001786509530258685
0.17046617941764225,0.6249107197818895,0.09633394036709073,0.05883144267213038,0.007083318877641326
0.07681905096306366,0.73484189043541,0.01109853815279049,0.017687706660154612,0.00028851022394264716
0.16301470205833182,0.6260325392714364,0.11182991632704371,0.07240409133627831,0.010137900169074421
0.1773092091531086,0.6898584382422237,0.02010236182200062,0.02900592574829604,0.0008044958220213201
0.1327665478508815,0.7255130210095344,0.01934928255448979,0.027069051016028522,0.0007599991457164127
0.14072712322217568,0.7095914868884965,0.10079335716652552,0.08221735391639547,0.011760716962209298
0.13802883622818007,0.540588148171342,0.11316778623868809,0.08546548494011867,0.010457071976259934
0.23793095191408842,0.47859092158530425,0.039452242423342436,0.03658721835229256,0.001381642033411122
0.08772852556435834,0.553984217852211,0.013788591954725631,0.013222596270214066,0.0002020058960502347
0.09848493076140402,0.6408993021706142,0.05621628976718962,0.08324627099629216,0.005998556612515141
0.09101685791705624,0.6848157145079784,0.014098310817391681,0.018104001387606657,0.00034957902635913117
0.05590672800812898,0.7108717524193587,0.011945756195315488,0.017282498957876306,0.00029352252794098574
0.05209848007371272,0.5717840316148305,0.01338265018014334,0.012796833365213544,0.00019584237115850885
0.1359944188912605,0.8127852056639556,0.017887539744480884,0.016782697708610593,0.0004879981431081901
0.15168774411104788,0.6980646138284813,0.15454991946361074,0.09462283627882952,0.020416926428948018
0.2737228002617314,0.4668287416077624,0.06704848408503647,0.05015332200803983,0.003139613951810899
0.12369928824980166,0.719136286726419,0.07865221348216622,0.04451551648324088,0.005035743082549792
0.11229993718240519,0.7086434677393412,0.05441702739942611,0.04824327277090272,0.0037207403170751584
0.12713360855330966,0.6483181158578939,0.08396000184855817,0.050432704652535874,0.005490385663733441
0.22608498138682123,0.6683581723891446,0.021837628707697836,0.05764115904915723,0.0016825866590301586
0.14821920972645616,0.7357979797596258,0.02351767701977004,0.04958649401577729,0.0017161150944822322
0.19205607135852942,0.6232097648714399,0.11135022885803376,0.050975160962798305,0.007074796706774259
0.13014751133456254,0.5841471758338936,0.11543390255817329,0.11261143145854446,0.01518686507234849
0.22734552996025018,0.7323248049712513,0.02140064116993015,0.023929531605538484,0.0007500577853949969
0.10460835540611328,0.7254427012616966,0.012575734382157203,0.018510979779863816,0.0003377504011683129
0.13372341334034102,0.7144735423505969,0.0842094279551493,0.0828962264666355,0.009974970622202628
0.15441158829722404,0.6104252402129379,0.199302352469996,0.11282695410779968,0.0274528708773157
0.21562845367575853,0.5623923660269231,0.07295372615120327,0.0367284599665833,0.003013835955924191
0.1859302662377606,0.6027273704780702,0.024927427461203695,0.029602408703028316,0.0008895193929850427
0.24845352931646233,0.5632058041974815,0.10657074008042995,0.11073332369016145,0.01329270708442229
0.17670087966614675,0.665603020894553,0.048475243066508286,0.10134270808205034,0.0065396993175600064
0.16197977150532614,0.5404881145370025,0.054947653970342146,0.07707008622437159,0.0045777402184931934
0.11147481610637984,0.7471783578421723,0.07095314717327941,0.04407902338831468,0.004673668522495633
0.22124701727620893,0.7412436181884221,0.01739457573539845,0.023673203786530046,0.00061046650499075
0.05630050386743833,0.7375520785689241,0.008426139459775694,0.01773641162696818,0.00022045354610998038
0.1313810319086605,0.624829383407774,0.07908487595716371,0.08949459801681273,0.00884467134315102
0.3059343563626004,0.4944777416923986,0.09451777950265677,0.0835993850820064,0.007814358581291555
0.13244332324336985,0.65481338157475,0.03264903728236554,0.05222726715651386,0.002233136257961717
0.12126843226857645,0.5264494555092829,0.07104010887906943,0.048851141825215834,0.00365397030890493
0.17259256544624865,0.4950204138497122,0.04814392899696172,0.06114939181282754,0.002914652453470737
0.1942510303949633,0.5416005869363684,0.1331482990537129,0.0753653110252519,0.010869667029360435
0.10817285734853943,0.7165126728525515,0.02584243749451437,0.02695569674080432,0.0009982467572134362
0.19655199869665446,0.5206231254956677,0.079099134208134,0.06641889742899929,0.005470371773480874
0.223447828021681,0.5840682769971699,0.058503589904103634,0.030005228933567052,0.0020505628034774817
0.16092703204337133,0.6447768575378174,0.0744641353138349,0.07929109317221818,0.007613967052462397
0.15316303274481638,0.6005827571038601,0.049722444811418465,0.07326289639051274,0.004375618134189232
0.18882209477587492,0.6151161863907111,0.049494045178272036,0.0742939064043506,0.004523694790197628
0.28527084673097663,0.5948741927188761,0.11076053422403957,0.06390095617908828,0.00842068695874438
0.21162459581215137,0.5801562398896396,0.07528203175238955,0.0877043918941753,0.007661038353861726
0.09786405172316578,0.6473709113815965,0.013512899698381741,0.014620646302095714,0.0002557986810858576
0.10264520963260029,0.7553493535262022,0.020959023262562007,0.027090712039396912,0.0008577669666636428
0.13506260393933753,0.7307083745696037,0.01616115659722923,0.02094503920754421,0.0004946838095092145
0.11225254014572342,0.6437122493459756,0.029307891069579328,0.03265927052914151,0.0012322896988005692
0.08585786500633787,0.7356807753319642,0.1306477133698701,0.07501716025235446,0.01442055037578407
0.15647058259681906,0.7202602874884874,0.06613146265142443,0.05922254754986127,0.0056417609338405665
0.06745813704274556,0.7723518274932832,0.014089713466385847,0.010589722074244245,0.00023047928481086666
0.13423390972927612,0.6903128750553127,0.09159094000048593,0.08456415546725268,0.010693375104533899
0.11329550353885307,0.7792214013279198,0.01783746012338993,0.03497907232847575,0.0009723713858900325
0.18394518570348672,0.7150144603879464,0.04301068580316486,0.03558550462770097,0.0021887407158202284
0.15184953824298048,0.5646059272993957,0.03812122948896395,0.0727449206580864,0.0031314465440989065
0.2613664415267731,0.5733547889102266,0.06438712175337234,0.06272739955539383,0.004631372741414215
0.14112902177410003,0.703440697011173,0.10829222891660495,0.08649772866896144,0.013178302804167914
0.16616933791165073,0.560824104798008,0.03927017652668796,0.02504091686142801,0.001102985358011285
0.15721538208144842,0.787843228982207,0.0087064839151644,0.02237311812945835,0.00030692984513968756
0.18820806013291005,0.6439574287743624,0.030458134951935962,0.05495455075297465,0.0021557287899452915
0.14356122236677238,0.6488449246492077,0.16345917824827466,0.06827452755882114,0.014482346112453009
0.1488510777285401,0.7074814525723536,0.012363164412166738,0.01945158904311379,0.0003402747979970921
0.13502535668873855,0.5762427642082208,0.06599425363096684,0.0739328502550878,0.00562314201135268
0.1120297776740046,0.47101232172536,0.06011419826887321,0.057452644352450136,0.003253489025331225
0.26214158167921264,0.5458571180873756,0.07560528704464778,0.0739740982042855,0.006105775328703879
0.11987912560932049,0.6949708892873592,0.08178991448658933,0.08892223420185708,0.010108965843498406
0.1180472748093134,0.46993875666047036,0.12269413264617227,0.0652574834866583,0.007525326999604273
0.17461053813591096,0.6301826359071174,0.09165193666855406,0.044491894000668365,0.0051394774903358795
0.17866889602516006,0.5046215311956663,0.11588150153669016,0.07620815614482748,0.008912742115542771
0.14805754828376808,0.6641418896015993,0.08814302592379028,0.09555916539537289,0.011187966898776042
0.07364540045170234,0.7211246141109792,0.01927299456437515,0.02657930011865687,0.000738810493401941
0.12152057531183957,0.704903724339645,0.07269615486456316,0.09453393064518707,0.009688553838173254
0.06191642153472876,0.5993439236564867,0.03612335853419625,0.03140676906680896,0.0013599329144661023
0.1622562547985873,0.6489588017205252,0.025869761236565786,0.052577606713957246,0.0017653887581015422
0.08910388678170507,0.6700933751005083,0.03185006929032356,0.07107806375949248,0.0030339700555304903
0.16931942730255858,0.6951132667193609,0.04114704082317643,0.04346062761750818,0.0024861090484633087
0.20538454452952917,0.6185119790542604,0.035493794656204246,0.042915594145406674,0.0018842810168468876
0.22493335922952745,0.7463145658023589,0.014678797735195365,0.03215329566813423,0.0007044787439875239
0.243743236103343,0.5723020378212034,0.11807871904163236,0.05986797458043985,0.008091359301597531
0.2343529046917454,0.623524929317949,0.05319188422135024,0.055056096478222946,0.0036520322872931597
0.08596026306936262,0.770884397285415,0.019788585545016103,0.02253027977572452,0.0006873858513516031
0.17407805684491187,0.7018201735310112,0.04617356478634527,0.07629399221017677,0.004944695918349213
0.17372400013064412,0.5382746338416853,0.07293276681999586,0.07284828657735072,0.005719735431729901
0.08066233495977052,0.6834784222502255,0.012896825345436977,0.016518633148358733,0.00029121365198570064
0.1012396998163518,0.5694409178563005,0.02593496185778029,0.02619317399348805,0.00077366403382878
0.1826310119267819,0.6524821771829111,0.020798782023720784,0.03569080883447001,0.00096870812526597
0.17729313188662402,0.6978206191030344,0.1010781962710237,0.06811343909243504,0.00960868785982757
0.127429669888735,0.5603424795699368,0.09546536229829175,0.059259395761818545,0.0063399610126276314
0.24713947934211525,0.54564958005685,0.06317562685427403,0.05425429135557482,0.0037404811986302823
0.27147419144196927,0.5531213774649947,0.1139815054695088,0.08837289298371112,0.011143045415945851
0.20932446786415165,0.5563215358962392,0.131209177479262,0.1080006302793836,0.015766902099857944
0.2864636839899277,0.5629103671570876,0.03541588705835821,0.07017243124971562,0.0027979109666483883
0.10941834838363973,0.7168331178575834,0.06813492481216418,0.0412809408031251,0.004032435455981346
0.18383049128040638,0.7250709624178574,0.037766643049911355,0.054243421001072975,0.002970749028264219
0.11318393400284957,0.5616618188485061,0.026796724060330245,0.041191855379729324,0.0012399322498322233
0.06657479322481893,0.8199749783270901,0.016466182098177046,0.020759275413336685,0.0005605775489416391
0.15692295203467255,0.6153143751138622,0.07509864144821174,0.0795441664791824,0.007351356309746451
0.29286280919358515,0.48915816241422233,0.02805567642499081,0.043325730284693054,0.0011891754541726361
0.07894259969672128,0.739110749550866,0.018311408747732356,0.028447594672148645,0.000770028541473641
0.17137435343378699,0.5666649836583675,0.078750878650757,0.08067529296647374,0.007200328848906999
0.1275060048202745,0.667452190379524,0.015803534726339597,0.021998653057643945,0.0004640881548529524
0.1252744832708383,0.6625041481241505,0.10079200213279645,0.08449323682598334,0.011284091973804509
0.20441503652761214,0.6766705432931831,0.10102602268672414,0.07414779097041996,0.010137683757090999
0.17187168486088783,0.58071145651689,0.08479661049807577,0.08424083761418645,0.008296435842460722
0.13431955042791893,0.7262559208349868,0.11649876764248035,0.07823175951615055,0.013238052865268546
0.09292104878820942,0.7382274461203626,0.0710591306914012,0.08071728006037719,0.008468501960541115
0.23064477023749133,0.5812822369610788,0.040356220086349606,0.04732181638517732,0.002220183830686476
0.20806376573347177,0.6823391940825939,0.03356781306722549,0.02973826499861878,0.0013622881818312962
0.15253955168700534,0.6728905074538634,0.1742549522712428,0.07801995623417182,0.018296382425232186
0.07853101877008391,0.7028344301300112,0.06125410549292115,0.03199397214961331,0.0027547766210099574
0.24021271998930777,0.5736904354080876,0.05729430728171301,0.05125165019092283,0.003369201080210256
0.1925856911212387,0.5684803183060585,0.10968622233211103,0.07327443392148349,0.00913797531061455
0.11934303760092038,0.6054430828431288,0.03250185866373049,0.04760548513157449,0.0018735639014321307
0.1336120695606429,0.6163878328237854,0.06696012799611485,0.05937983987927705,0.004901616738134909
0.140076086781659,0.6402849679879279,0.02444319701371743,0.03070679822698357,0.000961160346131886
0.14338783566278113,0.69403621784577,0.11612016167213664,0.09734353507826984,0.01569014205931013
0.16886623814333343,0.5631648616610726,0.08004720407133671,0.06877307771946346,0.006200549410180034
0.15480477273414167,0.6058590663972687,0.05890181195534785,0.07000298534116191,0.004996280622996875
0.11667789341738781,0.6803819075899808,0.01747543550183721,0.02905488567752339,0.0006909234464109597
0.13514208785313836,0.6375880196312778,0.05728439639050613,0.06442274155887648,0.0047059324350671155
0.18733364353349474,0.5247652985889213,0.04343549081032152,0.030990709921503223,0.0014127696692128335
0.09294540091480645,0.7145379660320234,0.019032565069346204,0.025365870164686437,0.000689925812186728
0.17995000744996004,0.6549964887055771,0.03198772736141901,0.042972186495572676,0.0018006935341968702
0.14761416972609465,0.599424468283161,0.12214461632097809,0.054813136078989674,0.008026448852138067
0.06040424136454212,0.7658203236475439,0.013597156388760861,0.015096878962652993,0.0003144069583402067
0.17671559232451547,0.6403807760823949,0.038125596331284164,0.06292543392022656,0.003072636223263113
0.1525772123238273,0.5453344609326873,0.08205635849131025,0.07756453500116993,0.006941740448832489
0.23800346227080893,0.5870919681684091,0.036934423243386624,0.05011207056956011,0.002173250578284182
0.18175911142933068,0.6906530760461934,0.07745584155719457,0.05044372677673973,0.005396985953026268
0.1204161397879153,0.6515835217095571,0.0922554141143735,0.07850395638682872,0.009438076550692193
0.14564597165469573,0.6958972262132092,0.06921401089748959,0.0747605548931937,0.007201809581254293
0.11409486493902961,0.8001289605977897,0.01547579820181807,0.024615920054669442,0.0006096198734493375
0.22643554166933394,0.5812122995022941,0.05948768936870928,0.05018628677644364,0.003470379394927886
0.0830064799115014,0.665524853965894,0.023760080028517955,0.04098671736101897,0.0012962396761622779
0.12353835707456158,0.6801136032061941,0.0731875555838449,0.07975734511010246,0.00793997963423698
0.11630858832493769,0.5711342849085811,0.02350177931132199,0.021415194492877772,0.0005748982596068003
0.17850095239390384,0.6610076623455852,0.07310733525318974,0.06413191305303291,0.006198286390309242
0.1444449604019089,0.6636398509616308,0.02909901089918705,0.05334630801257416,0.002060369195561489
0.27715899622925744,0.5200514420036458,0.10546642784601772,0.06959358192003778,0.00763413309220657
0.11335606208612777,0.6994582873128566,0.038777639793987816,0.04579557053161494,0.0024842577989290363
0.15618327951680197,0.8009554475810219,0.03021556939635637,0.036540025280803815,0.0017686340480641812
0.22474081323168363,0.6192737565178326,0.11445195466019228,0.08225085601708064,0.011659402962083256
