VCB/LOA @ T/Dd = 0.12,VCB/LOA @ T/Dd = 0.25,VCB/LOA @ T/Dd = 0.33,VCB/LOA @ T/Dd = 0.38,VCB/LOA @ T/Dd = 0.5,VCB/LOA @ T/Dd = 0.62,VCB/LOA @ T/Dd = 0.67,VCB/LOA @ T/Dd = 0.75,VCB/LOA @ T/Dd = 0.88,VCB/LOA @ T/Dd = 1.0
0.3077104256803732,0.37017807949449477,0.4160971879288266,0.450526695359882,0.48506849767930776,0.4946910418636804,0.4972629430543054,0.5007886520604998,0.5057043847249936,0.5090128333873137
0.22375290429139505,0.2718176503021099,0.30149600109292174,0.31854891641564786,0.35479320213843574,0.38747117537197673,0.39872461034391526,0.4146901906667617,0.44541692427791907,0.4639949498327816
0.46159612396921385,0.47974171138520666,0.4838715865952502,0.4857270095657201,0.4891250602836842,0.4929103356701737,0.49396791616275476,0.49459349037927447,0.4941523642295901,0.49313977797943825
0.31799777714694916,0.3450761932406725,0.38118560160394094,0.41101263806652366,0.4706606515574059,0.512746623107619,0.5231689188135025,0.5322710427760415,0.5347896498966913,0.5264840767905948
0.45029317200748264,0.5020455343780956,0.5191296910755466,0.525852285190716,0.5338818654635668,0.5367559811786022,0.5373350277103632,0.5379450836163432,0.5388058340791716,0.5400010322113475
0.20770148713389017,0.24384146877212848,0.2675797926227717,0.2850606754596975,0.33268927675254023,0.37176518339906794,0.3851710196289897,0.404316042376588,0.43517261882971486,0.46033165349348054
0.17143114880347432,0.2324892737614582,0.2778991392632573,0.30597178226958843,0.36683273382482795,0.4129432903484923,0.42735931000492383,0.44518554046012254,0.4634471774487777,0.4720961770134826
0.30786556697908996,0.39501223930765794,0.4144516229454648,0.422269728007113,0.4322882551855294,0.44844528125977545,0.4551868396107575,0.46427057912177594,0.47563915462340456,0.4831394812172233
0.2509684245663419,0.40419469344797887,0.43378618111408873,0.4442755303477045,0.4585953943365458,0.46290855622102295,0.4655295514280877,0.46925004483649796,0.4749983325952026,0.48046828054652185
0.44706599238231626,0.4568195776810337,0.4604183851906335,0.462543739077608,0.4749111257970928,0.47849176250143977,0.4785273961334756,0.47780283153386005,0.4756709798536047,0.4731799406294298
0.35288244011064407,0.4101384924111991,0.4276823616441937,0.4351107569072462,0.44697844165584666,0.4542190908519871,0.456855811644977,0.4608322936553268,0.46804258326618003,0.474772030935271
0.4198648377053907,0.43503927956585453,0.4383860686270909,0.43919464046118284,0.4366368374106167,0.43587055184066203,0.4374291734184011,0.4401183268853159,0.4451320004532806,0.45078241695737054
0.26643071697839027,0.35691939013734264,0.3912863580290112,0.407125190605791,0.42992801846493445,0.4413854310883064,0.44770451114417104,0.45909842872810475,0.47136553457813324,0.47928109092238974
0.47778679976532545,0.4836864188920038,0.48469055609731504,0.48473936856165867,0.4825680964723068,0.48134325001812883,0.48155978217891054,0.48188597222209734,0.482384358829414,0.4829409081744541
0.29355496101743567,0.39345687079900815,0.4164749056745401,0.4261642728973268,0.44336361960495474,0.46373613164457766,0.47014434466110594,0.4773351405403921,0.48458247524723397,0.48875731679272505
0.3925646930762765,0.4369254477457146,0.4546316811420451,0.46364213501542784,0.4796196665483533,0.49285476987596866,0.4996327092723331,0.5089321749694918,0.5199015283532185,0.5275214450351309
0.2103326249572218,0.233687332213904,0.25645082660971463,0.2732618753631624,0.31580555554199813,0.3581577699503614,0.3751271837104623,0.4056462326184428,0.44899719676046085,0.4860669872317023
0.3099253639360686,0.4017379964780097,0.44329479599302013,0.45719786478676994,0.4738498594526793,0.48295894567991854,0.4859596994559293,0.49328297773539553,0.506213628944838,0.5136092629074245
0.4378152735379722,0.4673627720154118,0.47089366154448103,0.4717583002781707,0.4718889421089753,0.47045112704629577,0.46954435847787457,0.4678144505167114,0.4662305057311304,0.47203735090008053
0.3763107323631649,0.4317707925827139,0.44374745394205234,0.4478164871271507,0.4544370239606012,0.4637989904378747,0.46852460699247106,0.47485593149677385,0.4841845471142941,0.48920864345022685
0.3619886180605283,0.45462684515071483,0.4689769239462909,0.4736624850623209,0.479493737434614,0.4819890154845382,0.48262474599336114,0.4838223095768381,0.4902235660767146,0.49677585587898293
0.46749718272419105,0.47108174524216045,0.47114659413097487,0.4707280456741486,0.46927214933487627,0.468777984040316,0.46866999866931136,0.46847288961196415,0.46856690506367193,0.474530724564048
0.3077259682972988,0.38353877916270224,0.4170388355893264,0.42911501970544264,0.44226179770071344,0.4492567399957106,0.4522026371715671,0.4578290080309476,0.4671443887294947,0.468068063054651
0.29379630679170743,0.4000352253783931,0.43170838603130546,0.44486786472043505,0.4637032204759895,0.472343050466917,0.4778013695965074,0.4833100120805172,0.4887475983421486,0.49113896271812135
0.4423471543310537,0.45821466004289224,0.45865404343187643,0.45716502832208017,0.46119016340019126,0.45976627165030876,0.4587970375984606,0.4589613898960443,0.4627643799725286,0.46851423007956006
0.4431382734226615,0.46530293891575186,0.47357910015989335,0.47775788480433956,0.488778005266724,0.4991984337546443,0.502240772783783,0.5061046199161385,0.5106180305048615,0.5134846077408877
0.49778279161993655,0.5078180752526311,0.5105635250440582,0.5141565861918947,0.5208585162018836,0.5223719071725971,0.5218516364056818,0.5208486003979944,0.5186680143117989,0.5158638796147615
0.2522842845722272,0.3737527667930406,0.4286367337585526,0.451626931228635,0.48433977626913044,0.5023748349283057,0.5075753129188059,0.5140846299238627,0.5224344111137769,0.5297887271375047
0.17114640695237077,0.21831959183126948,0.2617972027679871,0.2903505627510548,0.351993782043562,0.39613958131292665,0.40950145027794294,0.42727191282256805,0.4683107760071817,0.4834139752910952
0.3327138660494152,0.4564232417316947,0.483232268670774,0.4912171565867215,0.4999588761075368,0.5027592012334898,0.503265549329997,0.5041464099008999,0.5049973893874684,0.5031548888711204
0.4299687857859018,0.48725641612534754,0.49811300467040376,0.5015358510240373,0.5039951300969232,0.5113465428353126,0.5132019402229603,0.5145223336780631,0.5123331833245626,0.5035976125647512
0.2784757985285681,0.3996787828722005,0.43478545050952266,0.4485710684844036,0.47078198013313904,0.48594908562168626,0.49100525987873267,0.4980303409647207,0.5061418412178096,0.5100144085959554
0.24895673638630958,0.3575104742167084,0.4068116373221956,0.42574755038251,0.45316285524811234,0.4684020847747302,0.47404976243439334,0.4824980009156863,0.49387540530385987,0.5038121267919226
0.2797852320916431,0.3687490392788641,0.39074210160201256,0.4005258685465837,0.4184065576949182,0.43594480278500125,0.4446137968936858,0.4575104893256469,0.47300101572147,0.48574741174593206
0.5226135975589061,0.5363214397544745,0.5388010883909606,0.5392007066670292,0.5343997043292619,0.5347480481319521,0.5351112347783545,0.5346841479721444,0.5313601745474108,0.5258297692275625
0.2125361913771746,0.2868423616870433,0.339409204627949,0.3649503289608563,0.4074639653177902,0.4340815190137902,0.44175498100432514,0.45089768232627436,0.4744225788456259,0.4956449210118656
0.4951037553602872,0.4906650055775996,0.4873278944293963,0.4851185888499434,0.48104666498023735,0.4819048700341676,0.48411418853134097,0.48816737720352643,0.49142733871820365,0.4912721315843596
0.23190058993286983,0.3127172450872728,0.3467311789525821,0.3639479889681964,0.4052209150217571,0.4405136020750781,0.4515626056897701,0.46599264982800215,0.4835052025406374,0.49475984109827004
0.36840440393360785,0.38149323850010464,0.38730225117296835,0.39031908780203006,0.3971170491673967,0.414099269880942,0.4234142963014579,0.4357086341434961,0.45120431782705894,0.46309163999631203
0.16694928368451306,0.28730891233017364,0.34924671929742035,0.3799372257041659,0.42338584884826413,0.444474033322375,0.45107773026755477,0.45989242244633494,0.46840815316647566,0.476137293920284
0.4807050711110207,0.48574752325408516,0.4881274515908478,0.489463310766937,0.4888676338438886,0.4918053300842192,0.49276617423994296,0.4940468748076303,0.4959575560766306,0.4978927424629055
0.4148370391212337,0.43840002739801626,0.446784127392708,0.45092427538587315,0.46441049094538467,0.4789899575479838,0.4826146702155569,0.48677963522961437,0.49118857518352677,0.49428959624860563
0.5181679477602414,0.5195438042326698,0.5190669217734684,0.5185611129399129,0.517194876552284,0.5175044877508352,0.5190249327705194,0.5209104568937157,0.5219457101447083,0.5217450991314151
0.4753535443365071,0.4765503982436103,0.4765893953729926,0.4766117035525322,0.47687137789243617,0.4746490001101269,0.4743797820237708,0.4755605555716641,0.47920199319971574,0.4835538756594495
0.3498835562166797,0.3979164123168425,0.4165219363432452,0.42599757081834194,0.4440794778639131,0.458656208783662,0.46265841586910383,0.4667625325132822,0.46958402418080036,0.4701579714166676
0.15912361684297757,0.2556278785676388,0.3203702689125336,0.3576404470032114,0.4199434226808304,0.4538838214324505,0.46177382295193103,0.470571865968996,0.4807367779689941,0.48764223251080285
0.22027981572956074,0.24319730543298318,0.27027985816649003,0.2886940502710668,0.3296289316714781,0.36278531179729334,0.3745317147336581,0.39040950581586664,0.41832061480446575,0.4195615817169266
0.44368220622576293,0.489854824507578,0.49758159293961,0.4999301698587025,0.5032882912692439,0.5073210072870737,0.5122724243932246,0.5188154247967249,0.526236409509426,0.5301495056780539
0.4420658719674143,0.452901376974718,0.4555471401665946,0.45632356714282557,0.45638171254411086,0.45565487277114053,0.4568620254568468,0.46049908945743645,0.46800945775881847,0.4760181407296897
0.5084424248405024,0.5041225051478684,0.5015167616198302,0.49994782882731037,0.5010774407057768,0.5018954961501895,0.5018839828557489,0.5013546994505653,0.49943826764838384,0.4967535773079487
0.4683909334358479,0.4704985532383453,0.4699522283258656,0.46939993245971656,0.4675065919555821,0.46779527149771305,0.4694970450365276,0.4729628078231218,0.4764335187002941,0.4767376177883378
0.24185428068050446,0.2624836501278657,0.2885755369062057,0.30668143173856344,0.34832640533692827,0.3879718376038336,0.401155744701576,0.4186970151054389,0.4410752891308162,0.4576514848995529
0.43995022606261003,0.45167006542779414,0.4577148670732896,0.461231895277042,0.46843499935352406,0.4783030666386652,0.48354751700088244,0.4887762483406847,0.49232088240009225,0.4929992867108216
0.30836935691002365,0.3927539459326001,0.4174243490548769,0.4293038224659077,0.4508173532304302,0.46421807852091135,0.46855046566386543,0.4745517027746467,0.48825022026165155,0.4987512333593937
0.3646904608626185,0.42662824986109377,0.4714317182829476,0.48997544231406476,0.5130983795743964,0.5190679647676582,0.5194007949026318,0.5191960388320334,0.5170810494696538,0.5125965447329188
0.4109056772234186,0.42311183787929674,0.42896543401539206,0.4320765177978954,0.43816298099252105,0.44305802779818465,0.4467345228088601,0.4527562147300544,0.4618099198312519,0.4688231222234253
0.4377242587773288,0.43962774701176155,0.4391452587741723,0.4396477371141727,0.4409930450524195,0.44284584069302513,0.4452184337838518,0.4485572611909919,0.45087750526807524,0.45118945528471777
0.4631977041338324,0.4651123021717682,0.46432359292506753,0.4630445415960757,0.4582754579370327,0.4564082860337275,0.4572673839498793,0.45941905022751917,0.46503642238907944,0.4716282922086571
0.17093465257105617,0.22652492641314836,0.2744741232982343,0.30561515818173696,0.3689094342316374,0.4117797537774604,0.42458796625794204,0.44072202068436467,0.46425832499619213,0.4654453322610979
0.24343163490616676,0.29135711534961417,0.3185112733038229,0.33419828445605393,0.36920450988779063,0.3998628522937139,0.4098055309964764,0.4226052518380402,0.4418515535010982,0.46399934996424863
0.26252442298471024,0.3640766242041996,0.4043765814223793,0.42379126947046963,0.4526800229327533,0.4674202648624749,0.4725463650156744,0.4787102924751848,0.48232542975310694,0.4825227466645048
0.182861974247013,0.31625758387905145,0.3626566611363009,0.38220100475697844,0.41318025086661986,0.4253652997319895,0.4287090800779552,0.44229718002206847,0.45738332250851765,0.46424746704177816
0.5291575856445908,0.5125126586174182,0.5007229415210405,0.49220756445972447,0.46967335049449377,0.4584700197843253,0.4579065990181085,0.45962294142396376,0.4647632450398881,0.4703044295110036
