Iyy/LOA^4 @ T/Dd = 0.12,Iyy/LOA^4 @ T/Dd = 0.25,Iyy/LOA^4 @ T/Dd = 0.33,Iyy/LOA^4 @ T/Dd = 0.38,Iyy/LOA^4 @ T/Dd = 0.5,Iyy/LOA^4 @ T/Dd = 0.62,Iyy/LOA^4 @ T/Dd = 0.67,Iyy/LOA^4 @ T/Dd = 0.75,Iyy/LOA^4 @ T/Dd = 0.88,Iyy/LOA^4 @ T/Dd = 1.0
0.0006115376544087301,0.002453539135838083,0.0056130686238009325,0.00919772003838328,0.01260346315853863,0.013471607618660753,0.013540503479182965,0.013305579028473246,0.011440126191505863,0.008822864018886607
0.00010320421100753345,0.0004088566438000579,0.0006929614148305736,0.0009159626491265502,0.0016202170587695083,0.0025764791012011946,0.003005311778088581,0.004224857552662201,0.006280649260966865,0.00804696229196236
0.0039115580260213785,0.008422322488296208,0.009896057211498601,0.01066701296736534,0.012199819765134994,0.01318493036805569,0.012776365180507978,0.011958873505906856,0.010293205110481329,0.008724318066246626
0.00015084619669924074,0.0005621282969476133,0.001002298160255727,0.0014167798251051558,0.002456479915018906,0.0039696824434835385,0.004099249547662941,0.004408832482245585,0.005378512949852231,0.007115598584692667
0.002586034796238282,0.005040381476342016,0.006509965681620342,0.007292276373019726,0.008590667591156247,0.009581416118859,0.009959969038342684,0.010490097599606214,0.011072420699346256,0.011318986559926613
0.00021943092145968154,0.0009776912162432578,0.0017449905485623465,0.0023202429931810267,0.003910705506618724,0.005258141583237696,0.005748615511187765,0.006680531143514641,0.008425809472188947,0.009782863101398049
0.0001933720452880732,0.0006772927732428111,0.0010458623496426085,0.0013025860375656497,0.0021339108952273212,0.003269308309116424,0.0037747567448917414,0.004517719354201609,0.0054450084123262915,0.0060104202883680576
0.00040213188589699234,0.00165406189747531,0.0026433460925311234,0.003341469239049043,0.004545636502595255,0.006427656755688257,0.006870687527569929,0.007580038569136276,0.008778572892152217,0.010019592323272842
0.000640224888972082,0.003909342225926261,0.006745298402605605,0.008624159949030515,0.011003664776328213,0.012297831044861568,0.012992833273633044,0.014012121478037468,0.0152646818973505,0.016325262836216322
0.004769842264218708,0.009812636265085276,0.01133297485199143,0.01391503101721122,0.014754532971601413,0.013737140674371151,0.013274397001871233,0.012284640580303182,0.010691684173938834,0.009287140612517555
0.0024561699698320704,0.004396635479786253,0.005226660439822557,0.005681730685175218,0.006689493026746047,0.007399197250624671,0.007545006244571194,0.007714620281192051,0.00852471367066933,0.008526478699901426
0.0013459802097639815,0.00342163582887976,0.005060791925830706,0.0061324026527093635,0.008528775010412598,0.010143300151032252,0.009865789595564146,0.008955398426886517,0.006953726045843824,0.0049371026437647954
0.0002446289576286474,0.0009333574575833815,0.0017084365232557116,0.0023551889838755303,0.004030082240848944,0.005324001887351227,0.00676783392683693,0.007539650244414347,0.008219715571405932,0.008743774727860639
0.006001121694973039,0.008871330420839976,0.010013654567079797,0.010403209522905105,0.011506917037174286,0.012880715936740615,0.012911740729344047,0.012798312707485557,0.012586540885634837,0.01234501998015942
0.0006370985477694457,0.0016357149485984805,0.002281457113370807,0.002700432098870484,0.004083329428003583,0.0057688003664850595,0.006043663129833933,0.006341376494882845,0.006649170321402204,0.006862174325579872
0.0008435128229978199,0.001663583323920847,0.0022115594987051255,0.002580243753759176,0.003331699749583617,0.00480201367105701,0.00518138127089307,0.005562824941847274,0.006033627474301996,0.006294144664051338
0.0001078130950704675,0.0005077376997606294,0.0008431141984899309,0.0010832915865997433,0.0017388095774487447,0.0025040625655360477,0.002820867183805356,0.003747717838014775,0.004422772273558655,0.004920289447376916
0.00012910196733639573,0.0006725816985684286,0.0016899793334269762,0.002413999022307539,0.003555795150014365,0.00454384950097017,0.005001555611131101,0.006656149150364537,0.008738098477685433,0.009788788233068986
0.0007603323416910177,0.0014526984742113693,0.0017622455440467917,0.0019132146629386422,0.0022335666110202814,0.002630887120759043,0.0028344578269005826,0.0032125171360336538,0.005242933450981512,0.005872772154514702
0.0003259122435172693,0.0019532145249509295,0.0036657302144976448,0.004666692891581833,0.006271622805841996,0.008533683765506579,0.008835755571983966,0.0096944907671019,0.010503570161702173,0.010374839323931144
0.00037924532904495893,0.0016553041355895804,0.0026797504734400327,0.0033970444902845266,0.004940806542870981,0.006088977604233377,0.0064651970000060115,0.0074565480809159835,0.008468474885360535,0.00896189188509301
0.0018080125156088433,0.0040148647074370065,0.00500593967086266,0.005504313934619395,0.006294501763360532,0.006795046635032227,0.006991655483914483,0.0072916506837962984,0.00943810122608276,0.01093180037128833
0.0001891677538140097,0.0007931669984637443,0.0013648945960776054,0.0017713615795284746,0.0029380648331761845,0.0038721120223936915,0.004305949727658752,0.005635508729493938,0.007314993185767242,0.009127722759348091
0.00011808237411887867,0.0004591621265788624,0.0008726161786477917,0.0012771052365402609,0.0025191183495454975,0.004287041414852456,0.004707691533638477,0.005177032752491753,0.005648051387700919,0.005844893222755221
0.0027796134672154996,0.006280705853494123,0.00801383453604404,0.008953494669138898,0.013059656913172684,0.013326062376318367,0.012575319523248057,0.011002649879051613,0.00831512148474099,0.006172934562210227
0.0019254471791494098,0.0037309957238789173,0.004894577023014777,0.005649486979465245,0.008214494901593537,0.009003311966748397,0.009231880594891296,0.009566651584109569,0.010169070111015097,0.010798021024177899
0.0027597647219137432,0.005114833337060781,0.006338588102713334,0.007917968625682234,0.009705586853303902,0.010749689909287931,0.010749091991289128,0.01062885142970864,0.010290256870851933,0.009877124931190731
0.00048773453301099307,0.0023206647257422307,0.0035948267210705355,0.004316383685008474,0.005661219337680907,0.006739925533621422,0.007057212161864429,0.007483000347195892,0.00784054054463932,0.007695898456888877
0.00011483687904026993,0.00035510047635535583,0.0005016471833421369,0.0006090258480516886,0.0010091552668432407,0.001763204580422472,0.002249838141831557,0.0042148899140038165,0.007943841354929499,0.009583387597583197
0.0003702788471116687,0.0014900220287691458,0.002545109266771789,0.003257498757249852,0.00512916952189916,0.007000433434360986,0.007388807645819663,0.00765696532778366,0.0073887340659573,0.007034023313055292
0.0003834114422091667,0.0010841672437437203,0.0016349101241853376,0.001993829573725911,0.0026422614216633977,0.003361534110354014,0.003569626840723116,0.003988905096797212,0.005065166468173595,0.006897622438725246
0.0002776356706633544,0.001618226989551227,0.0027832749475437363,0.0036093122498279803,0.005836521921404699,0.008073485058075107,0.008867038279265474,0.009978545002071947,0.011337467903414215,0.012941356268157412
0.00025198879063642024,0.0012691465492581213,0.00229060815264566,0.002991999503542115,0.004872875347989506,0.007167123794681571,0.00793367643293733,0.008742964706924683,0.009029915962871478,0.00886310992985357
9.713153047615025e-05,0.00042379565451621665,0.0008355331583533932,0.0012360146836543,0.002823159489669311,0.00538053000897089,0.006016732320587645,0.007015123355940812,0.007165783882416978,0.007393233984285925
0.0020656942415712503,0.003960137502197033,0.0048838712454172045,0.004535793750659737,0.006239710585925294,0.007830373669863819,0.008112437350237206,0.008620431501972094,0.00985874089861927,0.011523545153646219
0.00035488271247360165,0.0014420998576013743,0.0022993015236629022,0.002847876126315799,0.0042728166014022444,0.005890762593893252,0.005714499216065937,0.00663819904197003,0.008997102278597941,0.00995930717543741
0.0008553737356410649,0.0017625279413815847,0.002442214108648642,0.0029176671567618198,0.00392690955742465,0.005400125059326896,0.0056445983308610215,0.0063394003507030085,0.0066348121834221676,0.006883089209573302
0.00019339428725926645,0.0008093144830599874,0.00145281611213709,0.001999054171519287,0.004558127374817213,0.00759298330125191,0.008510054717593921,0.009453618036143615,0.009443421874319478,0.008529938848033589
0.001184081596130175,0.0030263885928016,0.004226110403692153,0.0049351319989466465,0.0063114466747405075,0.010063625675006203,0.010351070001628371,0.01039907077972174,0.01020356366653299,0.009877837113034162
0.00022004618471486322,0.0007766722357951101,0.0013956160612920469,0.0019455433106353105,0.002957170466399601,0.003646074951661525,0.003912188182860209,0.0041539105771748715,0.004167499125256265,0.0048472799407422
0.004200148854892798,0.007981294896893712,0.010551215688817832,0.011691775598986712,0.012766316306482313,0.01211264419010791,0.011486366437086825,0.01049254959300795,0.008923180240688697,0.007560738302200963
0.0008879844304098359,0.002241687875039347,0.0030818910485537463,0.003488451691067247,0.005388424379051064,0.005902682197494781,0.006089672690727447,0.006399282128532679,0.006884135330347203,0.0072807515268180495
0.002556029434515246,0.006065157030624618,0.007744523538358763,0.00866198846688168,0.010307116048712851,0.012298509136200512,0.012636826839079745,0.01272547133377347,0.012334586405242503,0.011750460917922935
0.00812246334502073,0.011533292562261719,0.012755583334353312,0.013292106676296813,0.013700849011764838,0.011409714149083712,0.01161762034393171,0.011698692777734325,0.010613152855081348,0.009488225554743851
0.0005799479504434752,0.0012662684078287854,0.0017979324249908888,0.0021843486320737345,0.0032005499428507285,0.004112326862884884,0.0043851113026018625,0.004893604642225648,0.005635894287523618,0.006469359456525528
0.00017181905389678065,0.000565707822083833,0.0009279918248601707,0.0011993937563221997,0.0019514700215894942,0.0029532175309683866,0.0031147730905136534,0.004262572699100328,0.00564976375162964,0.006958312931043855
4.4760596829204654e-05,0.00017048689323013698,0.00027927786382933914,0.00036541207290460484,0.0006643041974419531,0.0011000317094290977,0.0013624932679971984,0.0019483648785613553,0.00412011593470059,0.0069693876582359905
0.001060540869338878,0.0027543460762449994,0.0035866510800103618,0.004037116219086639,0.005033657410729086,0.0070091386191003325,0.0076692408668602285,0.008531929382284338,0.010006344130195908,0.01150791731286143
0.0027871942293531673,0.005209297989525366,0.006665359831124178,0.007524088682520197,0.00948559428230417,0.009496256707726384,0.009930996762171036,0.009676893314030354,0.00873822713906769,0.007962373485442013
0.004482011383970571,0.00626761577948585,0.007144384196161811,0.0076459077067587405,0.00906207828457209,0.00945118105840857,0.009571998681149503,0.009714557252915161,0.010028308107864032,0.010463565625895314
0.0017923664822469764,0.004310716677044433,0.006029056780373978,0.006888409887968891,0.008332750408997492,0.009739088746175012,0.010261101077164173,0.010726783741138972,0.010147886415691025,0.009515343989143823
0.00024093263782389913,0.0010306004521760694,0.0019215941132046175,0.002524077133973059,0.004237794864733498,0.005415550349231485,0.00566821237240811,0.005986575521950544,0.006286844216879069,0.006339219628951712
0.0027743608158400986,0.005944873702493487,0.008276489343169819,0.009698362218708657,0.01181858402943533,0.014628106509494332,0.0137278129583377,0.011632397973307021,0.008543617392505325,0.0061109921779590945
0.0002612364035250174,0.0010709273493791488,0.0020988797099848796,0.0032977755681361538,0.006434546233225839,0.00955051745729518,0.010269449107189016,0.01107893504707004,0.012060420693552147,0.010756913879483382
0.0003305381076169736,0.0014656852776075108,0.0028480028360378783,0.003861270215034951,0.006384597320271947,0.0080507339384485,0.008383863315784204,0.008452898170178046,0.008654201917558372,0.00915070252376403
0.0014176404417745622,0.0027981469219881656,0.0036995253097737396,0.004178782693440371,0.0051202279897433695,0.00574142931607062,0.006977302473923932,0.007326410670088643,0.008138419146055094,0.007647036603542874
0.0032018299444691338,0.007736789064579399,0.009487221807380243,0.010334890786631882,0.011242233145086612,0.012384122230924293,0.012821437389186474,0.011560658037044593,0.008934027634848376,0.006427461039628466
0.003035364843299502,0.005932926121122555,0.007571416331135208,0.008094998156998047,0.008795251236226815,0.011000065059891189,0.011457379372620775,0.011907697848636847,0.012536032263033906,0.013235615885662445
9.855839139974138e-05,0.0003277709927394614,0.0004324383376870272,0.0005063808116419278,0.0007813539608005712,0.0012467099350611628,0.0015220248279733698,0.0023828724552890698,0.004167904557870275,0.00686025055583262
0.00010168723448119938,0.0004510899267185221,0.0008054611166581622,0.00109239828235632,0.0020764186111893045,0.0033671920887070484,0.003932301185185164,0.004866141331296281,0.006949411883663767,0.008430538882560115
0.0002552448803844892,0.0010451937705112488,0.002060346489274844,0.003025206542665248,0.005731952777638501,0.009094051358857925,0.010765067184809431,0.012358209036215173,0.012319210863349151,0.011944652156913281
0.0001065593833035191,0.00030681452603990644,0.0005448994841868132,0.0008145037697357823,0.002455593608868757,0.0032573254757762454,0.00354236181187271,0.005080280439155998,0.00573947014920064,0.006575140079089408
0.007773827445649941,0.012037789713688855,0.015167857932825594,0.01740023690558775,0.02144700804004415,0.019320356694381407,0.017873427892124812,0.015496126015914774,0.011995392920017304,0.009167629260038418
0.0020540032876655637,0.003620440714918242,0.004224875229852355,0.004424526791062962,0.005128897485450534,0.00602217246911254,0.006216278476458832,0.006540096579442879,0.007052601654601777,0.007471865155807692
0.0002979216669758707,0.001680632539513391,0.0031110043012555415,0.003967821751194017,0.0055490854794233956,0.006788343103778341,0.007226372749434812,0.007961651256773047,0.009751037554450132,0.010046246935091263
0.0003065910391003027,0.0013872753710615692,0.002391342195020392,0.0030842985203468377,0.005045779438141675,0.00793975135246486,0.009154828065469446,0.010962957310176736,0.013684021391381623,0.015551262661557923
