LOA,Lb,Ls,Bd,Dd,Bs,WL,Bc,Beta,Rc,Rk,Abow,Bbow,BK_z,Kappa_bow,Adel bow,Bdel bow,Adrft,Bdrft,Cdrft,bit_EP_S,bit_EP_T,Atrans,SK_z,Kappa_stern,Adel stern,Bdel stern,Beta trans,Bc trans,Rc Trans,Rk trans,bit_BB,bit_SB,Lbb,Hbb,Bbb,Lbbm,Rbb,Kappa_SB,Lsb,HSBOA,Hsb,Bsb,Lsbm,Rsb
10,0.51278253380511,0.307627598181532,0.194749799056931,0.115148728143759,0.538705465864829,0.195024722305417,0.406710837350881,0,0.0962097249860863,0.702416454066631,3.95920452562025,-3.95263779984304,0.893297992826245,0.0893848216343677,2.83856810827326,-2.98216468623095,0.0567956999298112,-0.225837620537256,40.2272896935855,1,1,-0.12805036448399,0.290238474200159,0.976303482220167,1.79821616749875,-2.36959900928859,37.6076123000724,0.13620952411759,0.183153674574325,-0.0707865470957525,0,0,0.13239134551062,0.110991354296491,0.0713602199039483,0.973598896589716,0.0629312659678724,0.748572369816172,0.0484186772709141,0.585157262350353,0.630198185585649,0.383093243402877,0.507664532302522,0.182671067993389
10,0.149161430068798,0.402007505068201,0.142723496771608,0.141892857149017,0.33254813883028,0.502280520324143,0.498248410683854,0,0.194062396706564,0.645221792474717,-0.0109740051719394,0.752299358162879,0.33644859289575,0.566998591930785,-2.36994199020683,2.37004018428258,-1.04311809543479,1.36080821002831,52.8531177755909,0,1,0.139282877566365,0.107053061814705,0.158925535319317,-3.34442539024647,3.15842770711371,10.68603601899,0.273731853160161,0.357553121682778,0.323219752479822,0,0,0.0797862084822597,0.875295079427283,0.170759296831167,-0.447520810931037,0.17044087861774,0.349626379164593,0.102228787636836,0.602110642431925,0.789759346811523,0.659350498325675,-0.928793812833769,0.191472532590555
10,0.148280038193243,0.173412063443408,0.159631702974978,0.144597105936312,0.468454063866045,0.148468788571578,0.214302918559719,0,0.580823091941772,0.783561171917758,0.90481428397717,-1.61335160822834,0.552384225661147,0.431669033305599,0.0186600468210623,0.0798359013554579,-0.74661847217482,1.62874639430412,15.1436593680796,1,0,-2.94684286589058,0.740388940469738,0.192965821783709,1.24155980014429,-0.800012241363585,30.3818892769558,0.0618496692138373,0.271688947839134,-0.0640280189784954,1,1,0.00242818775393081,0.744224383819216,0.859188842579867,0.909440634046554,0.18194458470101,0.860649643449836,0.0547806048366009,0.598716375013995,0.721240451928515,0.182374260161094,-0.864692070196674,0.0818880476634688
10,0.51352214280527,0.282489701228699,0.249848988261683,0.114628157168855,0.614569893982517,0.441313290287813,0.236200275468476,0,0.463949910199669,0.71198684300467,3.59834981148249,-3.70017532536806,0.264823915938219,0.605126519230618,3.97636140672559,-3.98171787539229,-0.645178911841509,0.87563394348297,1.47892947009573,0,0,-0.0737623493358486,0.751235665922625,0.440516415977952,-0.338167157987076,-0.231897036167871,13.677576238277,0.152616075038599,0.367124596803256,-0.372524661650272,1,0,0.18928239243092,0.155376880307807,0.445983658684875,-0.506168730965459,0.276804892808585,0.0514038469787654,0.130641133253383,0.106505080405943,0.877383802180097,0.967813182718162,-0.352278362938687,0.105275215560779
10,0.316700897538385,0.573393003240578,0.241183845819167,0.191927429441536,0.865249999507338,0.168299353400902,0.336868779272542,0,0.277575612264289,0.525463626986345,-0.324702111716904,-0.275385315773292,0.783760134022852,0.147073018342687,0.42401351820479,-1.00958943121812,-2.19903530785386,2.69732776253386,1.60300982319392,1,0,1.3595677710099,0.38182220023401,0.276967991173336,-3.89220320253038,3.91972828933583,11.5312222433889,0.178881504861125,0.364169110944624,0.31471058088174,1,0,0.118461972464853,0.783035881906739,0.584296196763205,-0.556610987064058,0.181700657392243,0.653966882909442,0.095977968041522,0.292502148548426,0.669986256039312,0.437240565874253,-0.0683623090607248,0.0786976696300334
10,0.520847994741222,0.236265150981416,0.298655351270534,0.222433109053881,0.757734428644683,0.249196026032113,0.313436945594284,0,0.470303349488827,0.893935277120084,3.22957386348934,-3.47690476055776,0.613843632128942,0.0403079539364273,-0.902927487241867,1.80887319741873,0.440370501271931,-0.664312997103298,27.1856158521225,1,0,-0.501814285996035,0.366777131252712,0.455679331218457,2.46351212290201,-2.20836960527316,28.7523858835708,0.221883086400131,0.449156364779017,-0.50320965810751,0,0,0.0763176084109786,0.333102790349717,0.609677585984576,0.754456656178393,0.144899304689797,0.899040193191334,0.112803877671214,0.445112579826165,0.833955896476924,0.199408536613208,0.770376718478492,0.327103935525003
10,0.308294217365189,0.516161960025836,0.264627682470369,0.178806853008287,0.355859403687135,0.194007606048141,0.062234744510347,0,0.635616186337702,0.37191091997481,-0.252822538080381,-0.301408056274326,0.865410710053176,0.499943766589067,1.08468496068252,-0.457751696974863,0.16756854248806,-0.595026536457059,42.1334618038064,0,1,-0.924651296728924,0.383394070477898,0.515968501424696,-1.90326784440964,1.17240700773478,25.4962536964663,0.100636230769562,0.235169633227245,-0.178751982757487,0,1,0.0104442545815294,0.256113368020369,0.276600863556785,-0.0047435892665828,0.167146522179075,0.763291558692428,0.181048737329067,0.92485693105709,0.901359543679425,0.450598373686323,-0.132145304903323,0.184333520274086
10,0.385261544706489,0.217765287427261,0.300744946603097,0.128485225099746,0.53643534269622,0.368143013371611,0.0926502883161244,0,0.513000111290112,0.670876106249043,2.86957282259681,-2.94140290944794,0.183337867289224,0.518444573652625,1.71505222673128,-1.31934130514047,-3.54826615866482,3.68071448460187,18.508436657652,1,0,-0.822899558464883,0.58135003581251,0.253541871729767,-1.32345230267797,2.0893718986786,13.2610504982056,0.0647461499681902,0.365041676921524,0.170318719715521,0,0,0.169370255254865,0.090103085795707,0.772116889681787,0.320449871964627,0.297727763791898,0.0344186009028371,0.135442267887543,0.633213185854984,0.141853107130191,0.339026003738065,0.947562854105421,0.270669380888697
10,0.113368392065463,0.822045996157577,0.197974241786552,0.160109689046513,0.977228105210412,0.152353756476615,0.376579953134511,0,0.434814321135084,0.123233114390446,-2.89728891127021,2.75436147328035,0.694766899627726,0.527011808568535,-3.34199866389813,3.23480521434735,2.39978691541919,-2.63808271206683,55.7688474178276,1,0,-1.27550313219897,0.129722850879677,0.500490357120119,-0.518474626334147,0.0457885365399076,2.42869254914772,0.06868595490747,0.36329486279234,0.365076468246569,0,1,0.183573109763682,0.799031907660164,0.679693248043905,0.312404176260338,0.281619801380479,0.844361714823213,0.0753608007636748,0.238676374152391,0.285391775747357,0.451453366879993,-0.604126235507394,0.118510393293032
10,0.257564063974338,0.461791203333181,0.331375776904119,0.123725285760312,0.619032940305357,0.168565402999793,0.253523448159742,0,0.729980998744733,0.914574484796512,3.545891596802,-3.41837873398755,0.448985686893909,0.842793366543651,-0.132310080028297,-0.00977610508376303,-1.91385306461287,1.60228308487467,28.1549273613719,1,1,2.37666907022432,0.332555289637056,0.557712493535308,3.72711897280454,-3.84106070892746,34.968659580995,0.222400437588214,0.0889624061056508,0.476341711376005,0,0,0.0663910810797341,0.443417196427795,0.380557654799526,-0.138785647944014,0.0871501945181061,0.8155137278273,0.0153060187927506,0.283096698989845,0.278653870133119,0.628651650866483,-0.176115465416143,0.0895414471228932
